"jobName","jobFileName","recordType","stageName","stageType"
"Jx_Diff_Res_ORA_Suivi_Create","UTIprdBatch__ULYSSExtrProgPourFelixlog.txt","CustomStage","Ora_SUIVI_TRT_DIFF","OracleConnectorPX"
"Jx_Diff_Res_ViewOraGen_to_FileSwitchFormat","UTIprdBatch__ULYSSExtrProgPourFelixlog.txt","CustomStage","SeqFile_Format1","PxSequentialFile"
"Jx_Diff_Res_ViewOraGen_to_FileSwitchFormat","UTIprdBatch__ULYSSExtrProgPourFelixlog.txt","CustomStage","Switch_Format","PxSwitch"
"Jx_Diff_Res_ViewOraGen_to_FileSwitchFormat","UTIprdBatch__ULYSSExtrProgPourFelixlog.txt","CustomStage","ColGen_Separateur","PxColumnGenerator"
"Jx_Diff_Res_ViewOraGen_to_FileSwitchFormat","UTIprdBatch__ULYSSExtrProgPourFelixlog.txt","CustomStage","Drop_Separat1","PxModify"
"Jx_Diff_Res_ViewOraGen_to_FileSwitchFormat","UTIprdBatch__ULYSSExtrProgPourFelixlog.txt","CustomStage","Sequential_File","PxSequentialFile"
"Jx_Diff_Res_ViewOraGen_to_FileSwitchFormat","UTIprdBatch__ULYSSExtrProgPourFelixlog.txt","CustomStage","ODS_GAIA_VIEW","OracleConnectorPX"
"Jx_Diff_Res_ViewOraGen_to_FileSwitchFormat","UTIprdBatch__ULYSSExtrProgPourFelixlog.txt","CustomStage","Drop_Separat2","PxModify"
"Jx_Diff_Res_ViewOraGen_to_FileSwitchFormat","UTIprdBatch__ULYSSExtrProgPourFelixlog.txt","CustomStage","Drop_Separat3","PxModify"
"Jx_Diff_Res_ViewOraGen_to_FileSwitchFormat","UTIprdBatch__ULYSSExtrProgPourFelixlog.txt","CustomStage","SeqFile_Fromat3","PxSequentialFile"
"Jx_Diff_Res_ViewOraGen_to_FileSwitchFormat","UTIprdBatch__ULYSSExtrProgPourFelixlog.txt","CustomStage","Drop_Separat4","PxModify"
"Jx_Diff_Res_ViewOraGen_to_FileSwitchFormat","UTIprdBatch__ULYSSExtrProgPourFelixlog.txt","CustomStage","SeqFile_Fromat4","PxSequentialFile"
"Jx_FEUILLET_01_CHG_CPTRENDU","UTIprdBatch__ULYSSExtrProgPourFelixlog.txt","CustomStage","CPTE_RENDU_REJETS","PxSequentialFile"
"Jx_FEUILLET_01_CHG_CPTRENDU","UTIprdBatch__ULYSSExtrProgPourFelixlog.txt","CustomStage","Funnel_43","PxFunnel"
"Jx_FEUILLET_01_CHG_CPTRENDU","UTIprdBatch__ULYSSExtrProgPourFelixlog.txt","CustomStage","JDBC_EXTRACT_PENEF","JDBCConnectorPX"
"Jx_FEUILLET_01_CHG_CPTRENDU","UTIprdBatch__ULYSSExtrProgPourFelixlog.txt","CustomStage","CPTE_RENDU_REJETS_INFO","PxSequentialFile"
"Jx_FEUILLET_01_CPTR_REJETS_FUSION","UTIprdBatch__ULYSSExtrProgPourFelixlog.txt","CustomStage","Sort_CPTE_RENDU_REJETS","PxSort"
"Jx_FEUILLET_01_CPTR_REJETS_FUSION","UTIprdBatch__ULYSSExtrProgPourFelixlog.txt","CustomStage","SF_FIC_REJETS_BL_NB","PxSequentialFile"
"Jx_FEUILLET_01_CPTR_REJETS_FUSION","UTIprdBatch__ULYSSExtrProgPourFelixlog.txt","CustomStage","SF_REJET_GLOBALE","PxSequentialFile"
"Jx_FEUILLET_01_CTRL_OSCAR","UTIprdBatch__ULYSSExtrProgPourFelixlog.txt","CustomStage","CP_Rej_FIC_OSCAR_SEP","PxCopy"
"Jx_FEUILLET_01_CTRL_OSCAR","UTIprdBatch__ULYSSExtrProgPourFelixlog.txt","CustomStage","DS_FIC_OSCAR","PxDataSet"
"Jx_FEUILLET_01_CTRL_OSCAR","UTIprdBatch__ULYSSExtrProgPourFelixlog.txt","CustomStage","CI_FIC_OSCAR","PxColumnImport"
"Jx_FEUILLET_01_CTRL_OSCAR","UTIprdBatch__ULYSSExtrProgPourFelixlog.txt","CustomStage","CG_RejFormat","PxColumnGenerator"
