"JOB","FILE","stageName","Stagetype"
"Jx_FEUILLET_07_APP_DECOMPTE_ROUTAGE_EDIT","DS_RAP_DECOMPTE_ROUTAGE_EDIT_OSCAR_PENEF.ds","DS_RAP_DECOMPTE_ROUTAGE_EDIT_OSCAR_PENEF","Input"
"Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF","DS_RAP_ROUTAGE_GED_OSCAR_PENEF.ds","DS_RAP_ROUTAGE_GED_OSCAR_PENEF","Input"
"Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF","DS_EXTRACT_PENEF.ds","DS_EXTRACT_PENEF","Output"
"Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF","AD_FEUILLETN_GED_REQ_OSCAR_PENEF.csv","SF_REJETS_NB_RAP_ROUTAGE_GED_OSCAR","Input"
"Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF","AD_FEUILLETN_GED_REQ.ds","DS_FIC_COPSS_ROUTAGE_GED","Output"
"Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF","FF_EXTRACT_POPULATION_OSCAR.ds","DS_FIC_OSCAR","Output"
"Jx_TRACO_03_EXTR_AD","DS_01_EXTR_AD.ds","DS_01_EXTR_AD","Input"
"Jx_TRACO_01_EXTR_ULYSS","DS_01_EXTR_ULYSS.ds","DS_01_EXTR_ULYSS","Input"
"Jx_TRACO_01_EXTR_ELIZAT_PROG_OEUV_PJ","DS_ELIZA_PROG_OEUVRE_PJ.ds","DS_ELIZA_PROG_OEUVRE","Input"
"Jx_TRACO_06_EXTR_PIVOT_SEANCES_OEUVRES","DS_06_EXTR_PIVOT_SEANCES_OEUVRES.ds","DS_06_EXTR_PIVOT_SEANCES_OEUVRES","Input"
"CopyOfJx_REPART_05_CONVERT_CSV_XLS_IDE12","1002164.csv","SF_EXTRACT_BI_IDE12","Output"
"Jx_REPART_05_CONVERT_CSV_XLS_IDE12","1002164.csv","SF_EXTRACT_BI_IDE12","Output"
"Jx_TRACO_07_EXTR_PENEF_OEUVCTX_KEYLIG","DS_03_EXTR_PENEF_OEUVCTX.ds","DS_03_EXTR_PENEF_OEUVCTX","Output"
"Jx_TRACO_07_EXTR_PENEF_OEUVCTX_KEYLIG","DS_07_EXTR_PENEF_OEUVCTX_KEYLIG.ds","DS_07_EXTR_PENEF_OEUVCTX_KEYLIG","Input"
"Jx_TRACO_07_EXTR_PENEF_OEUVCTX_KEYLIG","DS_02_EXTR_PENEF_KEYLIG.ds","DS_02_EXTR_PENEF_KEYLIG","Output"
"Jx_TRACO_03_EXTR_PENEF_OEUVCTX","DS_03_EXTR_PENEF_OEUVCTX.ds","DS_03_EXTR_PENEF_OEUVCTX","Input"
"Jx_TRACO_03_EXTR_PENEF_OEUVCTX","647_CTX_OEUV.csv","SF_Extract_OEUVCTX","Output"
"Jx_TRACO_03_EXTR_PENEF_OEUVCTX","_20190521112120.csv","SF_REJETS_BL_OSCAR","Input"
"Jx_TRACO_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO_A_completer_colonnes","DS_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO.ds","DS_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO","Input"
"Jx_TRACO_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO_A_completer_colonnes","DS_07_RAP_WEBDR_ELIZA_PIVOT_OK.ds","DS_07_RAP_WEBDR_ELIZA_PIVOT_OK","Output"
"Jx_TRACO_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO_A_completer_colonnes","DS_03_RAP_WEBDR_ELIZA_PIVOT_KO.ds","DS_03_RAP_WEBDR_ELIZA_PIVOT_KO","Output"
"Jx_TRACO_02_EXTR_PIVOT_PROG","DS_02_EXTR_PIVOT_PROG.ds","DS_02_EXTR_PIVOT_PROG","Input"
"Jx_TRACO_01_APP_ELIZA_WEBDR_PT","DS_01_EXTR_ELIZAT_PROG_OEUV_PT.ds","DS_01_EXTR_ELIZAT_PROG_OEUV_PT","Output"
"Jx_TRACO_01_APP_ELIZA_WEBDR_PT","SF_01_APP_WEBDR_ELIZA_PT.csv","Copy_of_SF_ListeProgJauneAvecType","Input"
"Jx_TRACO_01_APP_ELIZA_WEBDR_PT","DS_01_APP_ELIZA_WEBDR_PT.ds","DS_01_APP_ELIZA_WEBDR_PT","Input"
"Jx_TRACO_01_APP_ELIZA_WEBDR_PT","DS_01_EXTR_CTRL_WEBDR.ds","DS_01_EXTR_CTRL_WEBDR","Output"
"Jx_TRACO_01_APP_ELIZA_WEBDR_PT","LISTE_PROG_01_APP_ELIZA_WEBDR_PT","SF_ListeProgJauneAvecType","Input"
"Jx_TRACO_01_APP_ELIZA_WEBDR_PT",".csv","SF_REJETS_BL_RAP_SELDR_ELIZA","Input"
"Jx_REPART_02_CALC_MT_OEUV_IDE12CMPLX_CSV","DS_EXTRACT_BI_IDE12CMPLX_FR.ds","DS_EXTRACT_BI_IDE12CMPLX_FR","Output"
"Jx_REPART_02_CALC_MT_OEUV_IDE12CMPLX_CSV","SF_EXTRACT_BI_IDE12CMPLX_FR.csv","SF_EXTRACT_BI_IDE12CMPLX_FR","Input"
"Jx_REPART_02_CALC_MT_OEUV_IDE12CMPLX_CSV","SF_EXTRACT_BI_IDE12CMPLX_EN.csv","SF_EXTRACT_BI_IDE12CMPLX_EN","Input"
"Jx_REPART_02_CALC_MT_OEUV_IDE12CMPLX_CSV","DS_EXTRACT_BI_IDE12CMPLX_EN.ds","DS_EXTRACT_BI_IDE12CMPLX_EN","Output"
"Jx_TRACO_08_EXTR_PENEF_OEUVCTX_AD","DS_03_EXTR_PENEF_OEUVCTX.ds","DS_03_EXTR_PENEF_OEUVCTX","Output"
"Jx_TRACO_08_EXTR_PENEF_OEUVCTX_AD","DS_08_EXTR_PENEF_OEUVCTX_AD.ds","DS_08_EXTR_PENEF_OEUVCTX_AD","Input"
"Jx_TRACO_08_EXTR_PENEF_OEUVCTX_AD","DS_01_EXTR_PENEF_INFOAD.ds","DS_01_EXTR_PENEF_INFOAD","Output"
"Jx_FEUILLET_01_CPTR_REJETS_FUSION","REJETS_*.csv","SF_FIC_REJETS_BL_NB","Output"
"Jx_FEUILLET_01_CPTR_REJETS_FUSION","FEUILLET_FICHIER_REJET_GLOBALE.csv","SF_REJET_GLOBALE","Input"
"Jx_TRACO_07_RAP_PENEL_RECUP_NUMSEQFELIX","DS_06_RAP_PENEL_RECUP_KEYLIG.ds","DS_07_RAP_PENEL_RECUP_NUMSEQFELIX","Input"
"Jx_TRACO_07_RAP_PENEL_RECUP_NUMSEQFELIX","DS_05_EXTR_PENEL_KEYLIG.ds","DS_05_EXTR_PENEL_KEYLIG","Output"
"Jx_TRACO_07_RAP_PENEL_RECUP_NUMSEQFELIX","DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT.ds","DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT","Output"
"Jx_FEUILLET_01_CHG_CPTRENDU","CPTE_RENDU_REJETS_BL.csv","CPTE_RENDU_REJETS","Output"
"Jx_FEUILLET_01_CHG_CPTRENDU","CPTE_RENDU_REJETS_NB.csv","CPTE_RENDU_REJETS_INFO","Output"
"Jx_FEUILLET_03_CPTR_REJETS_BL","REJETS_BL*.csv","SF_FIC_REJETS_BL","Output"
"Jx_FEUILLET_03_CPTR_REJETS_BL","CPTE_RENDU_REJETS_BL.csv","SF_CPTE_RENDU_REJETS","Input"
"Jx_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDIT","ROUTAG_FEUILLETN_EDIT_REQ.csv","SF_REJETS_FONC_NB_RAP_AUTOFACT_ROUTAGE_EDIT","Input"
"Jx_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDIT","DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_AUTOFACT.ds","DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_AUTOFACT","Output"
"Jx_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDIT","DFN004.ds","DS_FIC_COPSS_AUTOFACT","Output"
"Jx_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDIT","DS_RAP_AUTOFACT_ROUTAGE_EDIT_OSCAR_PENEF.ds","DS_RAP_AUTOFACT_ROUTAGE_EDIT_OSCAR_PENEF","Input"
"Jx_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACT","DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds","DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF","Output"
"Jx_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACT","DFN004.csv","SF_REJETS_BL_ROUTAGE_EDIT_OSCAR_PENEF_AUTOFACT","Input"
"Jx_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACT","DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_AUTOFACT.ds","DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_AUTOFACT","Input"
"Jx_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACT","DFN004.csv","SF_REJETS_NB_ROUTAGE_EDIT_OSCAR_PENEF_AUTOFACT","Input"
"Jx_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACT","DFN004.ds","DS_FIC_COPSS_AUTOFACT","Output"
"Jx_TRACO_02_WEBDR_ELIZA_PIVOT_PENEL_PENEF","SF_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF.csv","SF_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF","Input"
"Jx_TRACO_02_WEBDR_ELIZA_PIVOT_PENEL_PENEF","DS_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF.ds","DS_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF","Output"
"PIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes_TEST1"," ","Sq_Out","Input"
"PIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes_TEST1_ISO"," ","Sq_Out","Input"
"Jx_FEUILLET_06_CREAT_REJ_VIDE"," ","SF_REJETS","Input"
"Jx_TRACO_01_EXTR_RELATLIGOEUV","DS_01_EXTR_RELATLIGOEUV.ds","Copy_of_DS_01_EXTR_RELATLIGOEUV","Input"
"Jx_TRACO_04_RAP_OEUVCTX_INFOAD","DS_04_RAP_OEUVCTX_INFOAD.ds","DS_04_RAP_OEUVCTX_INFOAD","Input"
"Jx_TRACO_04_RAP_OEUVCTX_INFOAD","DS_03_EXTR_PENEF_OEUVCTX.ds","DS_03_EXTR_PENEF_OEUVCTX","Output"
"Jx_TRACO_04_RAP_OEUVCTX_INFOAD","DS_01_EXTR_PENEF_INFOAD.ds","DS_01_EXTR_PENEF_INFOAD","Output"
"Jx_TRACO_02_EXTR_OEUVCTX","DS_01_EXTR_OEUVCTX.ds","DS_01_EXTR_OEUVCTX","Input"
"Jx_TRACO_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTX","DS_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTX.ds","DS_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTX","Input"
"Jx_TRACO_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTX","SF_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF.csv","SF_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTX","Input"
"Jx_TRACO_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTX","DS_01_APP_WEBDER_ELIZA_PIVOT_OK_PENEL.ds","DS_01_APP_WEBDER_ELIZA_PIVOT_OK_PENEL","Output"
"Jx_TRACO_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTX","DS_03_EXTR_PENEF_OEUVCTX.ds","DS_03_EXTR_PENEF_OEUVCTX","Output"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT","LISTE_IDFIC_PROG_ELIZA_WEBDRPAR_LISTE_IDFIC_PROG_ELIZA_WEBDR","SF_ListeListeIdFic","Input"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT","LISTE_DATDECLT_PROG_ELIZA_WEBDRPAR_LISTE_DATDECLT_PROG_ELIZA_WEBDR","SF_ListeDatDecl","Input"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT","DS_01_APP_WEBDR_ELIZA_PT.ds","DS_01_APP_WEBDR_ELIZA_PT","Output"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT","DS_02_EXTR_PIVOT_PROG.ds","DS_02_EXTR_PIVOT_PROG","Output"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT","DS_03_RAP_WEBDR_ELIZA_PIVOT_OK.ds","DS_03_RAP_WEBDR_ELIZA_PIVOT_OK","Input"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT","20190729_112440.csv","SF_03_RAP_WEBDR_ELIZA_PIVOT_KO","Input"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT","LISTE_PROG_ELIZA_WEBDRPAR_LISTE_PROG_ELIZA_WEBDR","SF_ListeProgEliza","Input"
"Jx_REPART_01_EXTR_BI_IDE12","SF_Liste_COAD_IDE12_ENPAR_FIC_LISTE_COAD_IDE12_EN","SF_Liste_COAD_IDE12_EN","Input"
"Jx_REPART_01_EXTR_BI_IDE12","SF_Liste_COAD_IDE12_FRPAR_FIC_LISTE_COAD_IDE12_FR","SF_Liste_COAD_IDE12_FR","Input"
"PENELExtrCrdUmpi02OraFfExtrPenef"," ","FF_CrdUmpi","Input"
"Jx_FEUILLET_03_CPTR_REJETS_BL","CPTE_RENDU_REJETS_BL.csv","SF_CPTE_RENDU_REJETS","Input"
"Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE","DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds","DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF","Output"
"Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE","DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_RELEVE.ds","DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_RELEVE","Input"
"Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE","DFN001.ds","DS_FIC_COPSS_RELEVE","Output"
"Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE","DFN001.csv","SF_REJETS_NB_RAP_ROUTAGE_RELEVE","Input"
"Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE","DFN001.csv","SF_REJETS_BL_RAP_RELEVE_ROUTAGE_EDIT","Input"
"Jx_TRACO_04_RAP_WEBDR_ELIZA_PIVOT_OK_KO_ULYSS","DS_02_RAP_WEBDR_ELIZA_PIVOT_ULYSS.ds","DS_02_RAP_WEBDR_ELIZA_PIVOT_ULYSS","Input"
"Jx_TRACO_04_RAP_WEBDR_ELIZA_PIVOT_OK_KO_ULYSS","DS_01_EXTR_ULYSS.ds","DS_01_EXTR_ULYSS","Output"
"Jx_TRACO_04_RAP_WEBDR_ELIZA_PIVOT_OK_KO_ULYSS","DS_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO.ds","DS_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO","Output"
"Jx_REPART_02_CALC_MT_OEUV_IDE12_CSV","SF_EXTRACT_BI_IDE12_FR.csv","SF_EXTRACT_BI_IDE12_FR","Input"
"Jx_REPART_02_CALC_MT_OEUV_IDE12_CSV","DS_EXTRACT_BI_IDE12_FR.ds","DS_EXTRACT_BI_IDE12_FR","Output"
"Jx_REPART_02_CALC_MT_OEUV_IDE12_CSV","DS_EXTRACT_BI_IDE12_EN.ds","DS_EXTRACT_BI_IDE12_EN","Output"
"Jx_REPART_02_CALC_MT_OEUV_IDE12_CSV","SF_EXTRACT_BI_IDE12_EN.csv","SF_EXTRACT_BI_IDE12_EN","Input"
"Jx_REPART_05_CONVERT_CSV_XLS_IDE12CMPLX"," ","SF_EXTRACT_BI_IDE12CMPLX","Output"
"Jx_TRACO_04_EXTR_INFO_AD","DS_01_EXTR_INFO_AD.ds","DS_01_EXTR_INFO_AD","Input"
"Jx_REPART_01_EXTR_BI_IDE12_2","DS_EXTRACT_BI_IDE12_FR.ds","DS_EXTRACT_BI_IDE12_FR","Input"
"Jx_REPART_01_EXTR_BI_IDE12_2","DS_EXTRACT_BI_IDE12_EN.ds","DS_EXTRACT_BI_IDE12_EN","Input"
"Jx_REPART_01_EXTR_BI_IDE12_2","SF_Liste_COAD_IDE12_ENPAR_FIC_LISTE_COAD_IDE12_EN","SF_Liste_COAD_IDE12_EN","Input"
"Jx_REPART_01_EXTR_BI_IDE12_2","SF_Liste_COAD_IDE12_FR_10","SF_Liste_COAD_IDE12_FR_10","Input"
"Jx_REPART_01_EXTR_BI_IDE12_2","SF_Liste_COAD_IDE12_FR_05","SF_Liste_COAD_IDE12_FR_05","Input"
"Jx_REPART_01_EXTR_BI_IDE12_2","SF_Liste_COAD_IDE12_FR_04","SF_Liste_COAD_IDE12_FR_04","Input"
"Jx_REPART_01_EXTR_BI_IDE12_2","SF_Liste_COAD_IDE12_FR_03","SF_Liste_COAD_IDE12_FR_03","Input"
"Jx_REPART_01_EXTR_BI_IDE12_2","SF_Liste_COAD_IDE12_FR_02","SF_Liste_COAD_IDE12_FR_02","Input"
"Jx_REPART_01_EXTR_BI_IDE12_2","SF_Liste_COAD_IDE12_FR_01","SF_Liste_COAD_IDE12_FR_01","Input"
"Jx_REPART_01_EXTR_BI_IDE12_2","SF_Liste_COAD_IDE12_FR_08","SF_Liste_COAD_IDE12_FR_08","Input"
"Jx_REPART_01_EXTR_BI_IDE12_2","SF_Liste_COAD_IDE12_FR_07","SF_Liste_COAD_IDE12_FR_07","Input"
"Jx_REPART_01_EXTR_BI_IDE12_2","SF_Liste_COAD_IDE12_FR_06","SF_Liste_COAD_IDE12_FR_06","Input"
"Jx_REPART_01_EXTR_BI_IDE12_2","SF_Liste_COAD_IDE12_FR_11","SF_Liste_COAD_IDE12_FR_11","Input"
"Jx_REPART_01_EXTR_BI_IDE12_2","SF_Liste_COAD_IDE12_FR_12","SF_Liste_COAD_IDE12_FR_12","Input"
"Jx_REPART_01_EXTR_BI_IDE12_2","SF_Liste_COAD_IDE12_FR_15","SF_Liste_COAD_IDE12_FR_15","Input"
"Jx_REPART_01_EXTR_BI_IDE12_2","SF_Liste_COAD_IDE12_FR_14","SF_Liste_COAD_IDE12_FR_14","Input"
"Jx_REPART_01_EXTR_BI_IDE12_2","SF_Liste_COAD_IDE12_FR_13","SF_Liste_COAD_IDE12_FR_13","Input"
"Jx_TRACO_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF","DS_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF.ds","DS_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF","Input"
"Jx_TRACO_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF","SF_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF.csv","SF_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF","Input"
"Jx_TRACO_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF","DS_05_RAP_OEUVCTX_INFOAD_KEYLIG.ds","DS_05_RAP_OEUVCTX_INFOAD_KEYLIG","Output"
"Jx_TRACO_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF","DS_01_APP_WEBDER_ELIZA_PIVOT_OK_PENEL.ds","DS_01_APP_WEBDER_ELIZA_PIVOT_OK_PENEL","Output"
"PIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes_TEST1_ISO_TEST"," ","Copy_of_Sq_Out","Input"
"Jx_TRACO_02_APP_WEBDER_ELIZA_PIVOT_OK_PENEL","DS_03_APP_WEBDER_ELIZA_PIVOT_OK_KO_PENEL.ds","DS_03_APP_WEBDER_ELIZA_PIVOT_OK_KO_PENEL","Input"
"Jx_TRACO_02_APP_WEBDER_ELIZA_PIVOT_OK_PENEL","DS_07_RAP_WEBDR_ELIZA_PIVOT_OK.ds","DS_07_RAP_WEBDR_ELIZA_PIVOT_OK","Output"
"Jx_TRACO_02_APP_WEBDER_ELIZA_PIVOT_OK_PENEL","DS_06_RAP_PENEL_RECUP_KEYLIG.ds","DS_06_RAP_PENEL_RECUP_KEYLIG","Output"
"Jx_SQL_CSV"," ","Sf_Cible","Input"
"Jx_REPART_02_ECLAT_LISTE_BI_IDE122","SF_Liste_COAD_IDE12_FR_01","SF_Liste_COAD_IDE12_FR_01","Input"
"Jx_REPART_02_ECLAT_LISTE_BI_IDE122","DS_EXTRACT_BI_IDE12_FR.ds","Data_Set_104","Output"
"Jx_REPART_02_ECLAT_LISTE_BI_IDE122","SF_Liste_COAD_IDE12_FR_02","SF_Liste_COAD_IDE12_FR_02","Input"
"Jx_REPART_02_ECLAT_LISTE_BI_IDE122","SF_Liste_COAD_IDE12_FR_03","SF_Liste_COAD_IDE12_FR_03","Input"
"Jx_REPART_02_ECLAT_LISTE_BI_IDE122","SF_Liste_COAD_IDE12_FR_04","SF_Liste_COAD_IDE12_FR_04","Input"
"Jx_REPART_02_ECLAT_LISTE_BI_IDE122","SF_Liste_COAD_IDE12_FR_05","SF_Liste_COAD_IDE12_FR_05","Input"
"Jx_REPART_02_ECLAT_LISTE_BI_IDE122","SF_Liste_COAD_IDE12_FR_06","SF_Liste_COAD_IDE12_FR_06","Input"
"Jx_REPART_02_ECLAT_LISTE_BI_IDE122","SF_Liste_COAD_IDE12_FR_07","SF_Liste_COAD_IDE12_FR_07","Input"
"Jx_REPART_02_ECLAT_LISTE_BI_IDE122","SF_Liste_COAD_IDE12_FR_08","SF_Liste_COAD_IDE12_FR_08","Input"
"Jx_REPART_02_ECLAT_LISTE_BI_IDE122","SF_Liste_COAD_IDE12_FR_09","SF_Liste_COAD_IDE12_FR_09","Input"
"Jx_REPART_02_ECLAT_LISTE_BI_IDE122","SF_Liste_COAD_IDE12_FR_10","SF_Liste_COAD_IDE12_FR_10","Input"
"Jx_REPART_02_ECLAT_LISTE_BI_IDE122_Test1",".ds","Data_Set_104","Input"
"Jx_REPART_02_ECLAT_LISTE_BI_IDE122_Test1","DS_EXTRACT_BI_IDE12_FR.ds","DS_EXTRACT_BI_IDE12_FR","Output"
"Jx_TRACO_03_EXTR_ELIZAT_PROG_OEUV","DS_ELIZA_PROG_OEUVRE.ds","DS_ELIZA_PROG_OEUVRE","Input"
"Jx_TRACO_03_EXTR_ELIZAT_PROG_OEUV_PJ_ANIS","DS_ELIZA_PROG_OEUVRE_PJ_ANIS.ds","DS_ELIZA_PROG_OEUVRE","Input"
"Jx_TRACO_03_EXTR_ELIZAT_PROG_OEUV_PJ_ANIS","SF_PROG_OEUV.csv","SF_Liste_Prog","Input"
"Jx_TRACO_01_EXTR_PENEF_INFOAD","647_INFO_AD.csv","SF_Extract_INFOAD","Output"
"Jx_TRACO_01_EXTR_PENEF_INFOAD","_20190521112120.csv","SF_REJETS_BL_OSCAR","Input"
"CopyOfPIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes"," ","Sq_Out","Input"
"Jx_TRACO_06_EXTR_PENEF_OEUVCTX_PT","DS_03_EXTR_PENEF_OEUVCTX.ds","DS_03_EXTR_PENEF_OEUVCTX","Output"
"Jx_TRACO_06_EXTR_PENEF_OEUVCTX_PT","DS_06_EXTR_PENEF_OEUVCTX_PT.ds","DS_06_EXTR_PENEF_OEUVCTX_PT","Input"
"Jx_TRACO_05_EXTR_PENEL_KEYLIG","DS_05_EXTR_PENEL_KEYLIG.ds","DS_05_EXTR_PENEL_KEYLIG","Input"
"Jx_TRACO_05_EXTR_PENEL_KEYLIG","DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT.ds","DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT","Output"
"Jx_FEUILLET_01_CHG_CPTRENDU","CPTE_RENDU_REJETS_BL.csv","CPTE_RENDU_REJETS","Output"
"Jx_FEUILLET_01_CHG_CPTRENDU","CPTE_RENDU_REJETS_NB.csv","CPTE_RENDU_REJETS_INFO","Output"
"Jx_FEUILLET_02_CPTR_REJETS_NB","CPTE_RENDU_REJETS_NB.csv","CPTE_RENDU_REJETS","Input"
"Jx_TRACO_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD","DS_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD.ds","DS_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD","Input"
"Jx_TRACO_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD","SF_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD.csv","SF_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD","Input"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT"," ","SF_ListeListeIdFic","Input"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT"," ","SF_ListeDatDecl","Input"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT"," ","SF_03_RAP_WEBDR_ELIZA_PIVOT_KO","Input"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT"," ","SF_ListeProgEliza","Input"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSS","DS_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSS.ds","DS_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSS","Input"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSS","DS_01_EXTR_ULYSS.ds","DS_01_EXTR_ULYSS","Output"
"Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSS","DS_03_RAP_WEBDR_ELIZA_PIVOT_KO.ds","DS_03_RAP_WEBDR_ELIZA_PIVOT_KO","Output"
"Jx_FEUILLET_06_CREAT_REJ_VIDE","NB_FONC_09_APP_DFN004_ROUTAG_FEUILLETN_EDIT_REQ.csv","SF_REJETS","Input"
"Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF"," ","DS_EXTRACT_PENEF","Output"
"Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF"," ","DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF","Input"
"Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF"," ","SF_REJETS_NB_ROUTAGE_EDIT_OSCAR_PENEF2","Input"
"Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF"," ","DS_FIC_OSCAR","Output"
"Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF"," ","SF_REJETS_BL_ROUTAGE_EDIT_OSCAR","Input"
"Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF"," ","DS_FIC_COPSS_ROUTAGE_EDIT","Output"
"Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF"," ","DS_RAP_ROUTAGE_GED_OSCAR_PENEF","Input"
"Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF"," ","DS_EXTRACT_PENEF","Output"
"Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF"," ","SF_REJETS_NB_RAP_ROUTAGE_GED_OSCAR","Input"
"Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF"," ","DS_FIC_COPSS_ROUTAGE_GED","Output"
"Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF"," ","DS_FIC_OSCAR","Output"
"Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE"," ","DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF","Output"
