Projet,job,file,stage,idIO,typeIO
SUPprd,Jx_TRACO_02_APP_WEBDER_ELIZA_PIVOT_OK_PENEL,#PAR_PATH_DATASET#DS_06_RAP_PENEL_RECUP_KEYLIG.ds,DS_06_RAP_PENEL_RECUP_KEYLIG,V149S0P2,CustomOutput
SUPprd,Jx_TRACO_02_EXTR_FUSION_ELIZAT_PROG_PJ_PT,#PAR_PATH_DATASET#DS_ELIZA_PROG_OEUVRE_PJ.ds,DS_ELIZA_PROG_OEUVRE,V121S0P1,CustomOutput
SUPprd,Jx_TRACO_02_EXTR_FUSION_ELIZAT_PROG_PJ_PT,#PAR_PATH_DATASET#DS_ELIZA_PROG_OEUVRE_PT.ds,DS_ELIZA_PROG_PROGTYPDIF,V123S1P1,CustomOutput
SUPprd,Jx_TRACO_02_EXTR_FUSION_ELIZAT_PROG_PJ_PT,#PAR_PATH_DATASET#DS_ELIZA_PROG_PJ_PT.ds,DS_RAP_SELDR_ELIZA,V89S0P1,CustomInput
SUPprd,Jx_TRACO_02_EXTR_OEUVCTX,#PAR_PATH_DATASET#DS_01_EXTR_OEUVCTX.ds,DS_01_EXTR_OEUVCTX,V103S2P1,CustomInput
SUPprd,Jx_TRACO_02_EXTR_PENEF_KEYLIG,#PAR_PATH_DATASET#DS_02_EXTR_PENEF_KEYLIG.ds,DS_02_EXTR_PENEF_KEYLIG,V103S0P1,CustomInput
SUPprd,Jx_TRACO_02_EXTR_PENEF_KEYLIG,\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES##PAR_FIC_KEYLIG#_#PAR_NUM_REPART#_KEYLIGPENEL.csv\(2)0,SF_Extract_KEYLIG,V77S0P1,CustomOutput
SUPprd,Jx_TRACO_02_EXTR_PENEF_KEYLIG,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJ_#PAR_FIC_SELDR#_20190521112120.csv\(2)0,SF_REJETS_BL_OSCAR,V98S0P1,CustomInput
SUPprd,Jx_TRACO_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT,#PAR_PATH_DATASET#DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT.ds,DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT,V141S1P1,CustomInput
SUPprd,Jx_TRACO_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_LISTE_IDEXPLOIT_PENEL#\(2)0,SF_ListeIdExploit,V142S0P2,CustomInput
SUPprd,Jx_TRACO_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT,#PAR_PATH_DATASET#DS_07_RAP_WEBDR_ELIZA_PIVOT_OK.ds,DS_07_RAP_WEBDR_ELIZA_PIVOT_OK,V145S0P1,CustomOutput
SUPprd,Jx_TRACO_02_EXTR_PIVOT_PROG,#PAR_PATH_DATASET#DS_02_EXTR_PIVOT_PROG.ds,DS_02_EXTR_PIVOT_PROG,V103S2P1,CustomInput
SUPprd,Jx_TRACO_02_EXTR_PIVOT_PROG_02_Old_OK_generation_DATDECLT_IDFIC,#PAR_PATH_DATASET#DS_Extract_PIVOT_PROG.ds,DS_Extract_PIVOT_PROG,V103S2P1,CustomInput
SUPprd,Jx_TRACO_02_EXTR_PIVOT_PROG_02_Old_OK_generation_DATDECLT_IDFIC,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_LISTE_IDFIC_PROG_ELIZA_WEBDR#\(2)0,SF_ListeListeIdFic,V125S2P1,CustomInput
SUPprd,Jx_TRACO_02_EXTR_PIVOT_PROG_02_Old_OK_generation_DATDECLT_IDFIC,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_LISTE_DATDECLT_PROG_ELIZA_WEBDR#\(2)0,SF_ListeDatDecl,V126S2P1,CustomInput
SUPprd,Jx_TRACO_02_RAP_WEBDR_ELIZA_PIVOT_OK_ULYSS,#PAR_PATH_DATASET#DS_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSS.ds,DS_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSS,V0S64P1,CustomInput
SUPprd,Jx_TRACO_02_RAP_WEBDR_ELIZA_PIVOT_OK_ULYSS,#PAR_PATH_DATASET#DS_01_EXTR_ULYSS.ds,DS_01_EXTR_ULYSS,V124S2P2,CustomOutput
SUPprd,Jx_TRACO_02_RAP_WEBDR_ELIZA_PIVOT_OK_ULYSS,#PAR_PATH_DATASET#DS_03_RAP_WEBDR_ELIZA_PIVOT_OK.ds,DS_03_RAP_WEBDR_ELIZA_PIVOT_OK,V141S0P2,CustomOutput
SUPprd,Jx_TRACO_02_WEBDR_ELIZA_PIVOT_PENEL_PENEF,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_SOURCES#SF_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF.csv\(2)0,SF_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF,V0S95P1,CustomInput
SUPprd,Jx_TRACO_02_WEBDR_ELIZA_PIVOT_PENEL_PENEF,#PAR_PATH_DATASET#DS_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF.ds,DS_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF,V154S0P2,CustomOutput
SUPprd,Jx_TRACO_03_APP_WEBDER_ELIZA_PIVOT_OK_KO_PENEL,#PAR_PATH_DATASET#DS_06_RAP_PENEL_RECUP_KEYLIG.ds,DS_06_RAP_PENEL_RECUP_KEYLIG,V0S75P2,CustomOutput
SUPprd,Jx_TRACO_03_APP_WEBDER_ELIZA_PIVOT_OK_KO_PENEL,#PAR_PATH_DATASET#DS_03_APP_WEBDER_ELIZA_PIVOT_OK_KO_PENEL.ds,DS_03_APP_WEBDER_ELIZA_PIVOT_OK_KO_PENEL,V0S80P1,CustomInput
SUPprd,Jx_TRACO_03_APP_WEBDER_ELIZA_PIVOT_OK_KO_PENEL,#PAR_PATH_DATASET#DS_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO.ds,DS_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO,V146S0P2,CustomOutput
SUPprd,Jx_TRACO_03_CHRG_TRADS,#PAR_PATH_DATASET#DS_EXTRACT_PENEF.ds,DS_EXTRACT_PENEF,V103S2P1,CustomInput
SUPprd,Jx_TRACO_03_EXTR_AD,#PAR_PATH_DATASET#DS_01_EXTR_AD.ds,DS_01_EXTR_AD,V103S2P1,CustomInput
SUPprd,Jx_TRACO_03_EXTR_ELIZAT_PROG_OEUV,#PAR_PATH_DATASET#DS_ELIZA_PROG_OEUVRE.ds,DS_ELIZA_PROG_OEUVRE,V103S2P1,CustomInput
SUPprd,Jx_TRACO_03_EXTR_ELIZAT_PROG_OEUV_PJ_ANIS,#PAR_PATH_DATASET#DS_ELIZA_PROG_OEUVRE_PJ_ANIS.ds,DS_ELIZA_PROG_OEUVRE,V103S2P1,CustomInput
SUPprd,Jx_TRACO_03_EXTR_ELIZAT_PROG_OEUV_PJ_ANIS,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_SOURCES#SF_PROG_OEUV.csv\(2)0,SF_Liste_Prog,V123S0P1,CustomInput
SUPprd,Jx_TRACO_03_EXTR_ELIZAT_PROG_OEUV_PT_ANIS,#PAR_PATH_DATASET#DS_ELIZA_PROG_OEUVRE_PT_ANIS.ds,DS_ELIZA_PROG_OEUVRE,V103S2P1,CustomInput
SUPprd,Jx_TRACO_03_EXTR_ELIZAT_PROG_OEUV_PT_ANIS,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_SOURCES#SF_PROG_PROGTYP.csv\(2)0,SF_Extract_ELIZA_PROG_PROGTYP,V123S0P1,CustomInput
SUPprd,Jx_TRACO_03_EXTR_PENEF_OEUVCTX,#PAR_PATH_DATASET#DS_03_EXTR_PENEF_OEUVCTX.ds,DS_03_EXTR_PENEF_OEUVCTX,V101S0P2,CustomInput
SUPprd,Jx_TRACO_03_EXTR_PENEF_OEUVCTX,\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES##PAR_FIC_OEUVCTX#_#PAR_NUM_REPART#_CTX_OEUV.csv\(2)0,SF_Extract_OEUVCTX,V77S0P1,CustomOutput
SUPprd,Jx_TRACO_03_EXTR_PENEF_OEUVCTX,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJ_#PAR_FIC_SELDR#_20190521112120.csv\(2)0,SF_REJETS_BL_OSCAR,V98S0P1,CustomInput
SUPprd,Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_LISTE_IDFIC_PROG_ELIZA_WEBDR#\(2)0,SF_ListeListeIdFic,V125S2P2,CustomInput
SUPprd,Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_LISTE_DATDECLT_PROG_ELIZA_WEBDR#\(2)0,SF_ListeDatDecl,V126S2P2,CustomInput
SUPprd,Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT,#PAR_PATH_DATASET#DS_01_APP_WEBDR_ELIZA_PT.ds,DS_01_APP_WEBDR_ELIZA_PT,V127S0P4,CustomOutput
SUPprd,Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT,#PAR_PATH_DATASET#DS_02_EXTR_PIVOT_PROG.ds,DS_02_EXTR_PIVOT_PROG,V131S0P3,CustomOutput
SUPprd,Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT,#PAR_PATH_DATASET#DS_03_RAP_WEBDR_ELIZA_PIVOT_OK.ds,DS_03_RAP_WEBDR_ELIZA_PIVOT_OK,V133S0P1,CustomInput
SUPprd,Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#SF_03_RAP_WEBDR_ELIZA_PIVOT_KO_#PAR_NUM_REPART#_#PAR_TRAITEMENT_DATE_TIME#.csv\(2)0,SF_03_RAP_WEBDR_ELIZA_PIVOT_KO,V134S2P1,CustomInput
SUPprd,Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_LISTE_PROG_ELIZA_WEBDR#\(2)0,SF_ListeProgEliza,V137S2P1,CustomInput
SUPprd,Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSS,#PAR_PATH_DATASET#DS_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSS.ds,DS_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSS,V0S64P1,CustomInput
SUPprd,Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSS,#PAR_PATH_DATASET#DS_01_EXTR_ULYSS.ds,DS_01_EXTR_ULYSS,V124S2P2,CustomOutput
SUPprd,Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT_KO_ULYSS,#PAR_PATH_DATASET#DS_03_RAP_WEBDR_ELIZA_PIVOT_KO.ds,DS_03_RAP_WEBDR_ELIZA_PIVOT_KO,V141S0P2,CustomOutput
SUPprd,Jx_TRACO_03_WEBDR_ELIZA_PIVOT_PENEL_KEYLIG,#PAR_PATH_DATASET#DS_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF.ds,DS_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF,V0S90P2,CustomInput
SUPprd,Jx_TRACO_03_WEBDR_ELIZA_PIVOT_PENEL_KEYLIG,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_SOURCES#SF_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF.csv\(2)0,SF_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF,V0S95P1,CustomInput
SUPprd,Jx_TRACO_03_WEBDR_ELIZA_PIVOT_PENEL_KEYLIG,#PAR_PATH_DATASET#DS_01_APP_WEBDER_ELIZA_PIVOT_OK_PENEL.ds,DS_01_APP_WEBDER_ELIZA_PIVOT_OK_PENEL,V151S0P2,CustomOutput
SUPprd,Jx_TRACO_03_WEBDR_ELIZA_PIVOT_PENEL_KEYLIG,#PAR_PATH_DATASET#DS_02_EXTR_PENEF_KEYLIG.ds,DS_02_EXTR_PENEF_KEYLIG,V154S0P2,CustomOutput
SUPprd,Jx_TRACO_04_EXTR_INFO_AD,#PAR_PATH_DATASET#DS_01_EXTR_INFO_AD.ds,DS_01_EXTR_INFO_AD,V103S2P1,CustomInput
SUPprd,Jx_TRACO_04_EXTR_PENEF_OEUVCTX_KEYLIG,#PAR_PATH_DATASET#DS_03_EXTR_PENEF_OEUVCTX.ds,DS_03_EXTR_PENEF_OEUVCTX,V103S0P3,CustomOutput
SUPprd,Jx_TRACO_04_EXTR_PENEF_OEUVCTX_KEYLIG,#PAR_PATH_DATASET#DS_04_EXTR_PENEF_OEUVCTX_KEYLIG.ds,DS_04_EXTR_PENEF_OEUVCTX_KEYLIG,V105S0P1,CustomInput
SUPprd,Jx_TRACO_04_EXTR_PENEF_OEUVCTX_KEYLIG,#PAR_PATH_DATASET#DS_02_EXTR_PENEF_KEYLIG.ds,DS_02_EXTR_PENEF_KEYLIG,V106S0P2,CustomOutput
SUPprd,Jx_TRACO_04_RAP_OEUVCTX_INFOAD,#PAR_PATH_DATASET#DS_04_RAP_OEUVCTX_INFOAD.ds,DS_04_RAP_OEUVCTX_INFOAD,V138S17P1,CustomInput
SUPprd,Jx_TRACO_04_RAP_OEUVCTX_INFOAD,#PAR_PATH_DATASET#DS_03_EXTR_PENEF_OEUVCTX.ds,DS_03_EXTR_PENEF_OEUVCTX,V138S23P1,CustomOutput
SUPprd,Jx_TRACO_04_RAP_OEUVCTX_INFOAD,#PAR_PATH_DATASET#DS_01_EXTR_PENEF_INFOAD.ds,DS_01_EXTR_PENEF_INFOAD,V140S3P1,CustomOutput
SUPprd,Jx_TRACO_04_RAP_WEBDR_ELIZA_PIVOT_OK_KO_ULYSS,#PAR_PATH_DATASET#DS_02_RAP_WEBDR_ELIZA_PIVOT_ULYSS.ds,DS_02_RAP_WEBDR_ELIZA_PIVOT_ULYSS,V0S64P1,CustomInput
SUPprd,Jx_TRACO_04_RAP_WEBDR_ELIZA_PIVOT_OK_KO_ULYSS,#PAR_PATH_DATASET#DS_01_EXTR_ULYSS.ds,DS_01_EXTR_ULYSS,V124S2P2,CustomOutput
SUPprd,Jx_TRACO_04_RAP_WEBDR_ELIZA_PIVOT_OK_KO_ULYSS,#PAR_PATH_DATASET#DS_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO.ds,DS_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO,V138S0P2,CustomOutput
SUPprd,Jx_TRACO_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTX,#PAR_PATH_DATASET#DS_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTX.ds,DS_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTX,V0S90P2,CustomInput
SUPprd,Jx_TRACO_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTX,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_SOURCES#SF_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF.csv\(2)0,SF_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTX,V0S95P1,CustomInput
SUPprd,Jx_TRACO_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTX,#PAR_PATH_DATASET#DS_01_APP_WEBDER_ELIZA_PIVOT_OK_PENEL.ds,DS_01_APP_WEBDER_ELIZA_PIVOT_OK_PENEL,V151S0P2,CustomOutput
SUPprd,Jx_TRACO_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTX,#PAR_PATH_DATASET#DS_03_EXTR_PENEF_OEUVCTX.ds,DS_03_EXTR_PENEF_OEUVCTX,V156S0P2,CustomOutput
SUPprd,Jx_TRACO_05_CONST_LISTE_FIC,\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_INI##PAR_LISTE_FIC_SRCE#_TRAV\(2)0,SF_INIT_LISTE,V0S0P1,CustomOutput
SUPprd,Jx_TRACO_05_CONST_LISTE_FIC,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_LISTE_FIC_SRCE#\(2)0,SF_LISTE_FIC,V0S6P1,CustomInput
SUPprd,Jx_TRACO_05_EXTR_PENEF_INFOAD_KEYLIG,#PAR_PATH_DATASET#DS_05_EXTR_PENEF_INFOAD_KEYLIG.ds,DS_05_EXTR_PENEF_INFOAD_KEYLIG,V105S0P1,CustomInput
SUPprd,Jx_TRACO_05_EXTR_PENEF_INFOAD_KEYLIG,#PAR_PATH_DATASET#DS_02_EXTR_PENEF_KEYLIG.ds,DS_02_EXTR_PENEF_KEYLIG,V106S0P2,CustomOutput
SUPprd,Jx_TRACO_05_EXTR_PENEF_INFOAD_KEYLIG,#PAR_PATH_DATASET#DS_01_EXTR_PENEF_INFOAD.ds,DS_01_EXTR_PENEF_INFOAD,V109S0P2,CustomOutput
SUPprd,Jx_TRACO_05_EXTR_PENEL_KEYLIG,#PAR_PATH_DATASET#DS_05_EXTR_PENEL_KEYLIG.ds,DS_05_EXTR_PENEL_KEYLIG,V141S1P1,CustomInput
SUPprd,Jx_TRACO_05_EXTR_PENEL_KEYLIG,#PAR_PATH_DATASET#DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT.ds,DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT,V147S0P2,CustomOutput
SUPprd,Jx_TRACO_05_EXTR_PIVOT_SEANCE_OEUVRE_Old_OK_utilisation_fic_req,#PAR_PATH_DATASET#DS_Extract_PIVOT_SEANCE_OEUVRE.ds,DS_Extract_PIVOT_SEANCE_OEUVRE,V103S2P1,CustomInput
SUPprd,Jx_TRACO_05_EXTR_PIVOT_SEANCES,#PAR_PATH_DATASET#DS_Extract_PIVOT_SEANCES.ds,DS_Extract_PIVOT_SEANCES,V103S2P1,CustomInput
SUPprd,Jx_TRACO_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD,#PAR_PATH_DATASET#DS_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD.ds,DS_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD,V103S2P1,CustomInput
SUPprd,Jx_TRACO_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_SOURCES#SF_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD.csv\(2)0,SF_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD,V107S0P3,CustomInput
SUPprd,Jx_TRACO_05_RAP_OEUVCTX_INFOAD_KEYLIG,#PAR_PATH_DATASET#DS_05_RAP_OEUVCTX_INFOAD_KEYLIG.ds,DS_05_RAP_OEUVCTX_INFOAD_KEYLIG,V138S17P1,CustomInput
SUPprd,Jx_TRACO_05_RAP_OEUVCTX_INFOAD_KEYLIG,#PAR_PATH_DATASET#DS_02_EXTR_PENEF_KEYLIG.ds,DS_02_EXTR_PENEF_KEYLIG,V139S3P1,CustomOutput
SUPprd,Jx_TRACO_05_RAP_OEUVCTX_INFOAD_KEYLIG,#PAR_PATH_DATASET#DS_04_RAP_OEUVCTX_INFOAD.ds,DS_04_RAP_OEUVCTX_INFOAD,V141S0P2,CustomOutput
SUPprd,Jx_TRACO_06_APP_ELIZA_WEBDR_PIVOT_PENEL_PENEF,#PAR_PATH_DATASET#DS_04_EXTR_PENEF_OEUVCTX_KEYLIG.ds,DS_04_EXTR_PENEF_OEUVCTX_KEYLIG,V152S0P2,CustomOutput
SUPprd,Jx_TRACO_06_APP_ELIZA_WEBDR_PIVOT_PENEL_PENEF,#PAR_PATH_DATASET#DS_01_APP_WEBDER_ELIZA_PIVOT_OK_PENEL.ds,Copy_of_DS_01_APP_WEBDER_ELIZA_PIVOT_OK_PENEL,V156S0P1,CustomOutput
SUPprd,Jx_TRACO_06_APP_ELIZA_WEBDR_PIVOT_PENEL_PENEF,#PAR_PATH_DATASET#DS_06_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF.ds,DS_06_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF,V157S0P1,CustomInput
SUPprd,Jx_TRACO_06_APP_ELIZA_WEBDR_PIVOT_PENEL_PENEF,#PAR_PATH_DATASET#DS_05_EXTR_PENEF_INFOAD_KEYLIG.ds,DS_05_EXTR_PENEF_INFOAD_KEYLIG,V158S0P1,CustomOutput
SUPprd,Jx_TRACO_06_CREAT_REJ_VIDE,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_#PAR_FIC_REJ#.csv\(2)0,SF_REJETS,V137S0P1,CustomInput
SUPprd,Jx_TRACO_06_EXTR_PENEF_OEUVCTX_PT,#PAR_PATH_DATASET#DS_03_EXTR_PENEF_OEUVCTX.ds,DS_03_EXTR_PENEF_OEUVCTX,V103S0P2,CustomOutput
SUPprd,Jx_TRACO_06_EXTR_PENEF_OEUVCTX_PT,#PAR_PATH_DATASET#DS_06_EXTR_PENEF_OEUVCTX_PT.ds,DS_06_EXTR_PENEF_OEUVCTX_PT,V105S0P1,CustomInput
SUPprd,Jx_TRACO_06_EXTR_PIVOT_SEANCES_OEUVRES,#PAR_PATH_DATASET#DS_06_EXTR_PIVOT_SEANCES_OEUVRES.ds,DS_06_EXTR_PIVOT_SEANCES_OEUVRES,V124S2P1,CustomInput
SUPprd,Jx_TRACO_06_LOAD_INFOAD_KEYLIG,#PAR_PATH_DATASET#DS_05_EXTR_PENEF_INFOAD_KEYLIG.ds,DS_05_EXTR_PENEF_INFOAD_KEYLIG,V148S0P2,CustomOutput
SUPprd,Jx_TRACO_06_LOAD_OEUVCTX_KEYLIG,#PAR_PATH_DATASET#DS_04_EXTR_PENEF_OEUVCTX_KEYLIG.ds,DS_04_EXTR_PENEF_OEUVCTX_KEYLIG,V148S0P2,CustomOutput
SUPprd,Jx_TRACO_06_RAP_PENEL_RECUP_KEYLIG,#PAR_PATH_DATASET#DS_06_RAP_PENEL_RECUP_KEYLIG.ds,DS_06_RAP_PENEL_RECUP_KEYLIG,V0S75P1,CustomInput
SUPprd,Jx_TRACO_06_RAP_PENEL_RECUP_KEYLIG,#PAR_PATH_DATASET#DS_05_EXTR_PENEL_KEYLIG.ds,DS_05_EXTR_PENEL_KEYLIG,V142S0P2,CustomOutput
SUPprd,Jx_TRACO_06_RAP_PENEL_RECUP_KEYLIG,#PAR_PATH_DATASET#DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT.ds,DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT,V143S0P2,CustomOutput
SUPprd,Jx_TRACO_07_EXTR_FUSION_SEANCES_OEUVSEANCES,#PAR_PATH_DATASET#DS_Extract_PIVOT_SEANCES.ds,DS_Extract_PIVOT_SEANCES,V103S2P2,CustomOutput
SUPprd,Jx_TRACO_07_EXTR_FUSION_SEANCES_OEUVSEANCES,#PAR_PATH_DATASET#Extract_PIVOT_OEUVRES_SEANCES.ds,DS_Extract_PIVOT_OEUVRES_SEANCES,V124S2P2,CustomOutput
SUPprd,Jx_TRACO_07_EXTR_FUSION_SEANCES_OEUVSEANCES,#PAR_PATH_DATASET#DS_Fusion_SEANCES_OEUVSEANCES.ds,DS_Fusion_SEANCES_OEUVSEANCES,V127S0P1,CustomInput
SUPprd,Jx_TRACO_07_EXTR_PENEF_OEUVCTX_KEYLIG,#PAR_PATH_DATASET#DS_03_EXTR_PENEF_OEUVCTX.ds,DS_03_EXTR_PENEF_OEUVCTX,V103S0P2,CustomOutput
SUPprd,Jx_TRACO_07_EXTR_PENEF_OEUVCTX_KEYLIG,#PAR_PATH_DATASET#DS_07_EXTR_PENEF_OEUVCTX_KEYLIG.ds,DS_07_EXTR_PENEF_OEUVCTX_KEYLIG,V105S0P1,CustomInput
SUPprd,Jx_TRACO_07_EXTR_PENEF_OEUVCTX_KEYLIG,#PAR_PATH_DATASET#DS_02_EXTR_PENEF_KEYLIG.ds,DS_02_EXTR_PENEF_KEYLIG,V106S0P2,CustomOutput
SUPprd,Jx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#SF_07_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final_#PAR_NUM_REPART#_#PAR_TRAITEMENT_DATE_TIME#.csv\(2)0,SF_07_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final_647,V0S101P1,CustomInput
SUPprd,Jx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final,#PAR_PATH_DATASET#DS_06_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF.ds,DS_06_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF,V157S0P2,CustomOutput
SUPprd,Jx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#SF_07_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final_#PAR_NUM_REPART#_#PAR_TRAITEMENT_DATE_TIME#.csv\(2)0,SF_07_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final,V165S0P1,CustomInput
SUPprd,Jx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#SF_07_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final_#PAR_NUM_REPART#_#PAR_TRAITEMENT_DATE_TIME#_Filtre.csv\(2)0,SF_07_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final_Filtre,V166S0P1,CustomInput
SUPprd,Jx_TRACO_07_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final_645_646_647,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTATS#SF_07_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final_#PAR_NUM_REPART#_#PAR_TRAITEMENT_DATE_TIME#.csv\(2)0,SF_07_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final_647,V0S101P1,CustomInput
SUPprd,Jx_TRACO_07_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final_645_646_647,#PAR_PATH_DATASET#DS_06_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF.ds,DS_06_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF,V157S0P2,CustomOutput
SUPprd,Jx_TRACO_07_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final_645_646_647,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTATS#SF_07_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Global_#PAR_TRAITEMENT_DATE_TIME#.csv\(2)0,SF_07_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF,V160S0P1,CustomInput
