Projet,job,file,stage,idIO,typeIO
SUPprd,CopyOfJx_FEUILLET_01_CHG_CPTRENDU,\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_COMPTE_RENDU##PAR_FIC_CPTE_RENDU_REJETS_BL#.csv\(2)0,CPTE_RENDU_REJETS,V0S39P1,CustomOutput
SUPprd,CopyOfJx_FEUILLET_01_CHG_CPTRENDU,/work/home/dsint1/applications/sup/feuillet/datastage/temp/PAR_FIC_CPTE_RENDU_REJETS_NB#.ds,Data_Set_56,V0S56P1,CustomInput
SUPprd,CopyOfJx_FEUILLET_01_CHG_CPTRENDU,\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_COMPTE_RENDU##PAR_FIC_CPTE_RENDU_REJETS_NB#.csv\(2)0,CPTE_RENDU_REJETS_INFO,V108S0P1,CustomOutput
SUPprd,CopyOfJx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE,#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds,DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF,V121S0P1,CustomOutput
SUPprd,CopyOfJx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE,#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_RELEVE.ds,DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_RELEVE,V89S0P1,CustomInput
SUPprd,CopyOfJx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE,#PAR_PATH_DATASET##PAR_FIC_COPSS_RELEVE#.ds,DS_FIC_COPSS_RELEVE,V91S0P1,CustomOutput
SUPprd,CopyOfJx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_04_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_#PAR_FIC_COPSS_RELEVE#.csv\(2)0,SF_REJETS_NB_RAP_ROUTAGE_RELEVE,V92S0P2,CustomInput
SUPprd,CopyOfJx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_FONC_04_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_#PAR_FIC_COPSS_RELEVE#.csv\(2)0,SF_REJETS_BL_RAP_RELEVE_ROUTAGE_EDIT,V94S0P1,CustomInput
SUPprd,CopyOfJx_GEN_Chargement_csv_in_ds,\(2)\(2)0\(1)\(3)file \(2)#ParRepSource##ParIdentification#\(2)0,Seq_Input_CSV,V0S0P1,CustomOutput
SUPprd,CopyOfJx_GEN_Chargement_csv_in_ds,#ParRepDataset##ParIdentification#.ds,Ds_Output,V2S1P1,CustomInput
SUPprd,CopyOfJx_GEN_Chargement_ds_in_ora,#ParRepDataset##ParIdentification#.ds,Ds_In,V0S1P1,CustomOutput
SUPprd,CopyOfJx_REPART_01_EXTR_BI_IDE12,#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12_GLBL.ds,DS_EXTRACT_BI_IDE12_FR,V129S0P2,CustomInput
SUPprd,CopyOfJx_REPART_01_EXTR_BI_IDE121,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#\(2)0,SF_Liste_COAD_IDE12_FR,V0S56P1,CustomInput
SUPprd,CopyOfJx_REPART_01_EXTR_BI_IDE121,#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12_FR.ds,DS_EXTRACT_BI_IDE12_FR,V129S0P2,CustomInput
SUPprd,CopyOfJx_REPART_01_EXTR_BI_IDE121,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_EN#\(2)0,SF_Liste_COAD_IDE12_EN,V130S0P2,CustomInput
SUPprd,CopyOfJx_REPART_01_EXTR_BI_IDE121,#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12_EN.ds,DS_EXTRACT_BI_IDE12_EN,V131S0P1,CustomInput
SUPprd,CopyOfJx_REPART_01_EXTR_BI_IDE121,#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12_GLBL.ds,DS_EXTRACT_BI_IDE12_GLBL,V134S0P1,CustomOutput
SUPprd,CopyOfJx_REPART_01_EXTR_BI_IDE12CMPLX,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12CMPLX_FR#\(2)0,SF_Liste_COAD_IDE12CMPLX_FR,V0S56P1,CustomInput
SUPprd,CopyOfJx_REPART_01_EXTR_BI_IDE12CMPLX,#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12CMPLX_EN.ds,DS_EXTRACT_BI_IDE12CMPLX_EN,V103S2P1,CustomInput
SUPprd,CopyOfJx_REPART_01_EXTR_BI_IDE12CMPLX,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12CMPLX_EN#\(2)0,SF_Liste_COAD_IDE12CMPLX_EN,V129S0P1,CustomInput
SUPprd,CopyOfJx_REPART_01_EXTR_BI_IDE12CMPLX,#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12CMPLX_FR.ds,DS_EXTRACT_BI_IDE12CMPLX_FR,V130S0P2,CustomInput
SUPprd,CopyOfJx_REPART_03_CALC_MT_OEUV_GENERE_CSV,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#SF_EXTRACT_BI_IDE12CMPLX_TOT.csv\(2)0,SF_IDE12CMPLX_avec_ligne_total,V0S82P1,CustomInput
SUPprd,CopyOfJx_REPART_03_CALC_MT_OEUV_GENERE_CSV,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#/IDE12/SF_EXTRACT_BI_IDE12.csv\(2)0,SF_EXTRACT_BI_IDE12,V0S83P1,CustomInput
SUPprd,CopyOfJx_REPART_03_CALC_MT_OEUV_GENERE_CSV,#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12CMPLX.ds,DS_EXTRACT_BI_IDE12CMPLX,V110S0P1,CustomOutput
SUPprd,CopyOfJx_REPART_03_CALC_MT_OEUV_GENERE_CSV,#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12.ds,DS_EXTRACT_BI_IDE12,V113S0P1,CustomOutput
SUPprd,CopyOfJx_REPART_03_CALC_MT_OEUV_GENERE_CSV,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#SF_EXTRACT_BI_IDE12CMPLX_AGG.csv\(2)0,SF_EXTRACT_BI_IDE12CMPLX_AGG,V114S0P1,CustomInput
SUPprd,CopyOfJx_REPART_03_CALC_MT_OEUV_GENERE_CSV,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#SF_EXTRACT_BI_IDE12CMPLX.csv\(2)0,SF_IDE12CMPLX_sans_ligne_total,V115S0P1,CustomInput
SUPprd,CopyOfJx_REPART_05_CONVERT_CSV_XLS_IDE12,\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_RESULTAT_IDE12#OM-#PAR_NUM_REPART#-#PAR_NUM_COAD#.csv\(2)0,SF_EXTRACT_BI_IDE12,V115S1P2,CustomOutput
SUPprd,CopyOfJx_TRACO_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT,#PAR_PATH_DATASET#DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT.ds,DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT,V141S1P1,CustomInput
SUPprd,CopyOfJx_TRACO_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_LISTE_IDEXPLOIT_PENEL#\(2)0,SF_ListeIdExploit,V142S0P2,CustomInput
SUPprd,CopyOfJx_TRACO_03_EXTR_ELIZA,#PAR_PATH_DATASET#DS_ELIZA_PROG_OEUVRE.ds,DS_ELIZA_PROG_OEUVRE,V103S2P1,CustomInput
SUPprd,CopyOfJx_TRACO_03_EXTR_ELIZA,#PAR_PATH_DATASET#DS_ELIZA_PROG_PROGTYP.ds,DS_ELIZA_PROG_PROGTYP,V105S1P1,CustomInput
SUPprd,CopyOfJx_TRACO_05_EXTR_PENEL_KEYLIG,#PAR_PATH_DATASET#DS_05_EXTR_PENEL_KEYLIG.ds,DS_05_EXTR_PENEL_KEYLIG,V141S1P1,CustomInput
SUPprd,CopyOfJx_TRACO_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD,#PAR_PATH_DATASET#DS_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD.ds,DS_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD,V103S2P1,CustomInput
SUPprd,CopyOfJx_TRACO_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_SOURCES#SF_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD.csv\(2)0,SF_05_EXTR_RELATLIGOEUV_OEUVCTX_AD_INFOAD,V105S0P1,CustomInput
SUPprd,CopyOfPIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes,\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp##ParFicRapprochVte#BIS\(2)0,Sq_Out,V32S12P2,CustomInput
SUPprd,CopyOfPIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes_TEST,\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp##ParFicRapprochVte#\(2)0,Sq_Out,V32S12P1,CustomInput
SUPprd,Jx_ALTARES_Chargement_csv_in_ds,\(2)\(2)0\(1)\(3)file \(2)#ParRepSource##ParIdentification#.csv\(2)0,Seq_Input_CSV,V0S0P1,CustomOutput
SUPprd,Jx_ALTARES_Chargement_csv_in_ds,\(2)\(2)0\(1)\(3)file\(2)#ParRepRejet##ParIdentification##ParDateRejet#.rej\(2)0,File_Rejet,V0S47P1,CustomInput
SUPprd,Jx_ALTARES_Chargement_csv_in_ds,#ParRepDataset##ParIdentification#.ds,Ds_Output,V5S0P2,CustomInput
SUPprd,Jx_ALTARES_Chargement_ds_in_ora,#ParRepDataset##ParIdentification#.ds,Ds_In,V0S1P1,CustomOutput
SUPprd,Jx_Csv_no_header_vers_Oracle,\(2)\(2)0\(1)\(3)file \(2)#L_SOURCE_FILE#\(2)0,SF_Source,V1S0P1,CustomOutput
SUPprd,Jx_Diff_Res_CSV_DTS_ExtractionFichiersSources,#datasetdir#/REJETS_DIFF_RES.ds,DS_Rejets,V0S33P2,CustomInput
SUPprd,Jx_Diff_Res_CSV_DTS_ExtractionFichiersSources,#datasetdir#/#nomtable#.ds,Ds_ODS_XXX,V0S37P1,CustomInput
SUPprd,Jx_Diff_Res_ViewOraGen_to_FileSwitchFormat,\(2)\(2)0\(1)\(3)file\(2)#Gp_DIR_TXT#/#Lp_NameFile_Exp#\(2)0,SeqFile_Format1,V0S11P1,CustomInput
SUPprd,Jx_Diff_Res_ViewOraGen_to_FileSwitchFormat,\(2)\(2)0\(1)\(3)file\(2)#Gp_DIR_TXT#/#Lp_NameFile_Exp#\(2)0,Sequential_File,V0S28P1,CustomInput
SUPprd,Jx_Diff_Res_ViewOraGen_to_FileSwitchFormat,\(2)\(2)0\(1)\(3)file\(2)#Gp_DIR_TXT#/#Lp_NameFile_Exp#\(2)0,SeqFile_Fromat3,V25S2P1,CustomInput
SUPprd,Jx_Diff_Res_ViewOraGen_to_FileSwitchFormat,\(2)\(2)0\(1)\(3)file\(2)#Gp_DIR_TXT#/#Lp_NameFile_Exp#\(2)0,SeqFile_Fromat4,V26S2P1,CustomInput
SUPprd,Jx_FEUILLET_01_CHG_CPTRENDU,\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_COMPTE_RENDU##PAR_FIC_CPTE_RENDU_REJETS_BL#.csv\(2)0,CPTE_RENDU_REJETS,V0S39P1,CustomOutput
SUPprd,Jx_FEUILLET_01_CHG_CPTRENDU,\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_COMPTE_RENDU##PAR_FIC_CPTE_RENDU_REJETS_NB#.csv\(2)0,CPTE_RENDU_REJETS_INFO,V108S0P1,CustomOutput
SUPprd,Jx_FEUILLET_01_CPTR_REJETS_FUSION,\(2)\(2)0\(1)\(3)filepattern\(2)#PAR_PATH_REJETS#REJETS_*.csv\(2)0,SF_FIC_REJETS_BL_NB,V77S0P1,CustomOutput
SUPprd,Jx_FEUILLET_01_CPTR_REJETS_FUSION,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_COMPTE_RENDU#FEUILLET_FICHIER_REJET_GLOBALE.csv\(2)0,SF_REJET_GLOBALE,V94S0P1,CustomInput
SUPprd,Jx_FEUILLET_01_CTRL_OSCAR,#PAR_PATH_DATASET##PAR_FIC_OSCAR#.ds,DS_FIC_OSCAR,V101S0P2,CustomInput
SUPprd,Jx_FEUILLET_01_CTRL_OSCAR,\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES##PAR_FIC_OSCAR#_#PAR_OSCAR_DATIME#.csv\(2)0,SF_FIC_OSCAR,V77S0P1,CustomOutput
SUPprd,Jx_FEUILLET_01_CTRL_OSCAR,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_TECH_01_CTL_#PAR_FIC_OSCAR#.csv\(2)0,SF_REJETS_BL_OSCAR,V98S0P1,CustomInput
SUPprd,Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF,#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds,DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF,V0S104P1,CustomOutput
SUPprd,Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT##PAR_FIC_RESULTAT_EDIT_OSCAR#.csv\(2)0,SF_EDIT_OSCAR,V0S108P1,CustomInput
SUPprd,Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF,#PAR_PATH_DATASET#DS_RAP_ROUTAGE_GED_OSCAR_PENEF.ds,DS_RAP_ROUTAGE_GED_OSCAR_PENEF,V0S110P1,CustomOutput
SUPprd,Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF,#PAR_PATH_DATASET#DS_RAP_RELEVE_ROUTAGE_EDIT_OSCAR_PENEF.ds,DS_RAP_RELEVE_ROUTAGE_EDIT_OSCAR_PENEF,V0S111P1,CustomOutput
SUPprd,Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF,#PAR_PATH_DATASET#DS_RAP_DECOMPTE_ROUTAGE_EDIT_OSCAR_PENEF.ds,DS_RAP_DECOMPTE_ROUTAGE_EDIT_OSCAR_PENEF,V0S112P1,CustomOutput
SUPprd,Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF,#PAR_PATH_DATASET#DS_RAP_AUTOFACT_ROUTAGE_EDIT_OSCAR_PENEF.ds,DS_RAP_AUTOFACT_ROUTAGE_EDIT_OSCAR_PENEF,V0S119P1,CustomOutput
SUPprd,Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT##PAR_FIC_RESULTAT_GED_OSCAR#.csv\(2)0,SF_GED_OSCAR,V121S0P1,CustomInput
SUPprd,Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT##PAR_FIC_RESULTAT_RELEVE#.csv\(2)0,SF_RELEVE_EDIT_OSCAR_PENEF,V122S0P1,CustomInput
SUPprd,Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT##PAR_FIC_RESULTAT_DECOMPTE#.csv\(2)0,SF_DECOMPTE_EDIT_OSCAR_PENEF,V123S0P1,CustomInput
SUPprd,Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT##PAR_FIC_RESULTAT_AUTOFACT#.csv\(2)0,SF_AUTOFACT_EDIT_OSCAR_PENEF,V124S0P1,CustomInput
SUPprd,Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF,#PAR_PATH_DATASET#DS_EXTRACT_PENEF.ds,DS_EXTRACT_PENEF,V107S12P1,CustomOutput
SUPprd,Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF,#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds,DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF,V113S3P1,CustomInput
SUPprd,Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_02_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_PENEF.csv\(2)0,SF_REJETS_NB_ROUTAGE_EDIT_OSCAR_PENEF2,V126S0P1,CustomInput
SUPprd,Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF,#PAR_PATH_DATASET##PAR_FIC_OSCAR#.ds,DS_FIC_OSCAR,V135S0P1,CustomOutput
SUPprd,Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_FONC_02_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_OSCAR.csv\(2)0,SF_REJETS_BL_ROUTAGE_EDIT_OSCAR,V137S0P1,CustomInput
SUPprd,Jx_FEUILLET_02_APP_ROUTAGE_EDIT_OSCAR_PENEF,#PAR_PATH_DATASET##PAR_FIC_COPSS_ROUTAGE_EDIT#.ds,DS_FIC_COPSS_ROUTAGE_EDIT,V87S0P2,CustomOutput
SUPprd,Jx_FEUILLET_02_CPTR_REJETS_NB,\(2)\(2)0\(1)\(3)filepattern\(2)#PAR_PATH_REJETS#REJETS_NB*.csv\(2)0,SF_FIC_OSCAR_REJETS_NB,V77S0P1,CustomOutput
SUPprd,Jx_FEUILLET_02_CPTR_REJETS_NB,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_COMPTE_RENDU##PAR_FIC_CPTE_RENDU_REJETS_NB#.csv\(2)0,CPTE_RENDU_REJETS,V94S0P1,CustomInput
SUPprd,Jx_FEUILLET_02_CTRL_COPSS_ROUTAGE_EDIT,#PAR_PATH_DATASET##PAR_FIC_COPSS_ROUTAGE_EDIT#.ds,DS_FIC_COPSS_ROUTAGE_EDIT,V0S2P1,CustomInput
SUPprd,Jx_FEUILLET_02_CTRL_COPSS_ROUTAGE_EDIT,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_TECH_02_CTL_#PAR_FIC_COPSS_ROUTAGE_EDIT#.csv\(2)0,SF_REJETS_BL_ROUTAGE_EDIT,V55S0P1,CustomInput
SUPprd,Jx_FEUILLET_02_CTRL_COPSS_ROUTAGE_EDIT,\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES#FF_COPSS_#PAR_NUM_REPART#_#PAR_FIC_COPSS_ROUTAGE_EDIT#.txt\(2)0,SF_FIC_COPSS_ROUTAGE_EDIT,V77S0P1,CustomOutput
SUPprd,Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF,#PAR_PATH_DATASET#DS_RAP_ROUTAGE_GED_OSCAR_PENEF.ds,DS_RAP_ROUTAGE_GED_OSCAR_PENEF,V104S0P1,CustomInput
SUPprd,Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF,#PAR_PATH_DATASET#DS_EXTRACT_PENEF.ds,DS_EXTRACT_PENEF,V114S6P1,CustomOutput
SUPprd,Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_03_APP_#PAR_FIC_COPSS_ROUTAGE_GED#_OSCAR_PENEF.csv\(2)0,SF_REJETS_NB_RAP_ROUTAGE_GED_OSCAR,V117S0P1,CustomInput
SUPprd,Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF,#PAR_PATH_DATASETS##PAR_FIC_COPSS_ROUTAGE_GED#.ds,DS_FIC_COPSS_ROUTAGE_GED,V87S0P2,CustomOutput
SUPprd,Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF,#PAR_PATH_DATASET##PAR_FIC_OSCAR#.ds,DS_FIC_OSCAR,V95S0P1,CustomOutput
SUPprd,Jx_FEUILLET_03_CPTR_REJETS_BL,\(2)\(2)0\(1)\(3)filepattern\(2)#PAR_PATH_REJETS#REJETS_BL*.csv\(2)0,SF_FIC_REJETS_BL,V77S0P1,CustomOutput
SUPprd,Jx_FEUILLET_03_CPTR_REJETS_BL,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_COMPTE_RENDU##PAR_FIC_CPTE_RENDU_REJETS_BL#.csv\(2)0,SF_CPTE_RENDU_REJETS,V94S0P1,CustomInput
SUPprd,Jx_FEUILLET_03_CTRL_COPSS_ROUTAGE_GED,#PAR_PATH_DATASETS##PAR_FIC_COPSS_ROUTAGE_GED#.ds,DS_FIC_COPSS_ROUTAGE_GED,V0S2P1,CustomInput
SUPprd,Jx_FEUILLET_03_CTRL_COPSS_ROUTAGE_GED,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_TECH_03_CTL_#PAR_FIC_COPSS_ROUTAGE_GED#.csv\(2)0,SF_REJETS_BL_ROUTAGE_GED,V55S0P1,CustomInput
SUPprd,Jx_FEUILLET_03_CTRL_COPSS_ROUTAGE_GED,\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES#FF_COPSS_#PAR_NUM_REPART#_#PAR_FIC_COPSS_ROUTAGE_GED#.txt\(2)0,SF_FIC_COPSS_ROUTAGE_GED,V77S0P1,CustomOutput
SUPprd,Jx_FEUILLET_03_EXTR_PENEF,#PAR_PATH_DATASET#DS_EXTRACT_PENEF.ds,DS_EXTRACT_PENEF,V103S2P1,CustomInput
SUPprd,Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE,#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds,DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF,V121S0P1,CustomOutput
SUPprd,Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE,#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_RELEVE.ds,DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_RELEVE,V89S0P1,CustomInput
SUPprd,Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE,#PAR_PATH_DATASET##PAR_FIC_COPSS_RELEVE#.ds,DS_FIC_COPSS_RELEVE,V91S0P1,CustomOutput
SUPprd,Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_04_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_#PAR_FIC_COPSS_RELEVE#.csv\(2)0,SF_REJETS_NB_RAP_ROUTAGE_RELEVE,V92S0P2,CustomInput
SUPprd,Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_FONC_04_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_#PAR_FIC_COPSS_RELEVE#.csv\(2)0,SF_REJETS_BL_RAP_RELEVE_ROUTAGE_EDIT,V94S0P1,CustomInput
SUPprd,Jx_FEUILLET_04_CTRL_COPSS_RELEVE,#PAR_PATH_DATASET##PAR_FIC_COPSS_RELEVE#.ds,DS_FIC_COPSS_RELEVE,V0S2P1,CustomInput
SUPprd,Jx_FEUILLET_04_CTRL_COPSS_RELEVE,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_TECH_04_CTL_#PAR_FIC_COPSS_RELEVE#.csv\(2)0,SF_REJETS_BL_RELEVE,V55S0P1,CustomInput
SUPprd,Jx_FEUILLET_04_CTRL_COPSS_RELEVE,\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES##PAR_FIC_COPSS_RELEVE#.txt\(2)0,SF_FIC_COPSS_RELEVE,V77S0P1,CustomOutput
SUPprd,Jx_FEUILLET_05_APP_RELEVE_ROUTAGE_EDIT,#PAR_PATH_DATASET##PAR_FIC_COPSS_RELEVE#.ds,DS_FIC_COPSS_RELEVE,V127S0P1,CustomOutput
SUPprd,Jx_FEUILLET_05_APP_RELEVE_ROUTAGE_EDIT,#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_RELEVE.ds,DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_RELEVE,V129S0P1,CustomOutput
SUPprd,Jx_FEUILLET_05_APP_RELEVE_ROUTAGE_EDIT,#PAR_PATH_DATASET#DS_RAP_RELEVE_ROUTAGE_EDIT_OSCAR_PENEF.ds,DS_RAP_RELEVE_ROUTAGE_EDIT_OSCAR_PENEF,V130S0P1,CustomInput
SUPprd,Jx_FEUILLET_05_APP_RELEVE_ROUTAGE_EDIT,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_05_APP_#PAR_FIC_COPSS_RELEVE#_#PAR_FIC_COPSS_ROUTAGE_EDIT#.csv\(2)0,SF_REJETS_NB_RAP_RELEVE_ROUTAGE_EDIT_OSCAR_PENEF,V133S0P1,CustomInput
SUPprd,Jx_FEUILLET_05_CONST_LISTE_FIC,\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_INI##PAR_LISTE_FIC_SRCE#_TRAV\(2)0,SF_INIT_LISTE,V0S0P1,CustomOutput
SUPprd,Jx_FEUILLET_05_CONST_LISTE_FIC,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_LISTE_FIC_SRCE#\(2)0,SF_LISTE_FIC,V0S6P1,CustomInput
SUPprd,Jx_FEUILLET_05_CTRL_COPSS_DECOMPTE,#PAR_PATH_DATASET##PAR_FIC_COPSS_DECOMPTE#.ds,DS_FIC_COPSS_DECOMPTE,V0S2P1,CustomInput
SUPprd,Jx_FEUILLET_05_CTRL_COPSS_DECOMPTE,\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_TECH_05_CTL_#PAR_FIC_COPSS_DECOMPTE#.csv\(2)0,SF_REJETS_BL_DECOMPTE,V55S0P1,CustomInput
SUPprd,Jx_FEUILLET_05_CTRL_COPSS_DECOMPTE,\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES##PAR_FIC_COPSS_DECOMPTE#.txt\(2)0,SF_FIC_COPSS_DECOMPTE,V77S0P1,CustomOutput
SUPprd,Jx_FEUILLET_06_APP_ROUTAGE_EDIT_DECOMPTE,#PAR_PATH_DATASET##PAR_FIC_COPSS_DECOMPTE#.ds,DS_FIC_COPSS_DECOMPTE,V0S39P1,CustomOutput
