"idjob_path","jobName","jobFileName"," filePath"," TrueFilePath","DatasetFilePath","TrueDatasetFilePath","recordType"
"91","Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_01\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_01","","","CustomInput"
"92","Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_09\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_09","","","CustomInput"
"93","Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_08\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_08","","","CustomInput"
"94","Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_07\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_07","","","CustomInput"
"95","Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_06\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_06","","","CustomInput"
"96","Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_11\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_11","","","CustomInput"
"97","Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_12\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_12","","","CustomInput"
"98","Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_15\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_15","","","CustomInput"
"99","Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_14\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_14","","","CustomInput"
"100","Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_13\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_13","","","CustomInput"
"101","Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","","","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12_FR.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12_FR.ds","CustomOutput"
"102","Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_22\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_22","","","CustomInput"
"103","Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_24\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_24","","","CustomInput"
"104","Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_25\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_25","","","CustomInput"
"105","Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_16\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_16","","","CustomInput"
"106","Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_17\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_17","","","CustomInput"
"107","Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_18\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_18","","","CustomInput"
"108","Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_19\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_19","","","CustomInput"
"109","Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_20\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_20","","","CustomInput"
"110","Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_21\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_21","","","CustomInput"
"111","Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_23\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_23","","","CustomInput"
"112","Jx_REPART_01_EXTR_BI_IDE12_3","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#_26\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FR_26","","","CustomInput"
"113","Jx_REPART_01_EXTR_BI_IDE12","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","","","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12_FR.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12_FR.ds","CustomInput"
"114","Jx_REPART_01_EXTR_BI_IDE12","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","","","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12_EN.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12_EN.ds","CustomInput"
"115","Jx_REPART_01_EXTR_BI_IDE12","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_EN#\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_ENPAR_FIC_LISTE_COAD_IDE12_EN","","","CustomInput"
"116","Jx_REPART_01_EXTR_BI_IDE12","SUPprdJx_REPART_01_EXTR_BI_IDE12_3log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/ini/SF_Liste_COAD_IDE12_FRPAR_FIC_LISTE_COAD_IDE12_FR","","","CustomInput"
"117","Jx_FEUILLET_03_EXTR_PENEF","SUPprdJx_FEUILLET_03_EXTR_PENEFlog.txt","","","#PAR_PATH_DATASET#DS_EXTRACT_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_EXTRACT_PENEF.ds","CustomInput"
"118","Jx_TRACO_04_EXTR_PENEF_OEUVCTX_KEYLIG","SUPprdJx_TRACO_04_EXTR_PENEF_OEUVCTX_KEYLIGlog.txt","","","#PAR_PATH_DATASET#DS_03_EXTR_PENEF_OEUVCTX.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_03_EXTR_PENEF_OEUVCTX.ds","CustomOutput"
"119","Jx_TRACO_04_EXTR_PENEF_OEUVCTX_KEYLIG","SUPprdJx_TRACO_04_EXTR_PENEF_OEUVCTX_KEYLIGlog.txt","","","#PAR_PATH_DATASET#DS_04_EXTR_PENEF_OEUVCTX_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_04_EXTR_PENEF_OEUVCTX_KEYLIG.ds","CustomInput"
"120","Jx_TRACO_04_EXTR_PENEF_OEUVCTX_KEYLIG","SUPprdJx_TRACO_04_EXTR_PENEF_OEUVCTX_KEYLIGlog.txt","","","#PAR_PATH_DATASET#DS_02_EXTR_PENEF_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_02_EXTR_PENEF_KEYLIG.ds","CustomOutput"
"121","Jx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final","SUPprdJx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Finallog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#SF_07_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final_#PAR_NUM_REPART#_#PAR_TRAITEMENT_DATE_TIME#.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/resultats/647/20190729_115228.csv","","","CustomInput"
"122","Jx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final","SUPprdJx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Finallog.txt","","","#PAR_PATH_DATASET#DS_06_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_06_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF.ds","CustomOutput"
"123","Jx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final","SUPprdJx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Finallog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#SF_07_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final_#PAR_NUM_REPART#_#PAR_TRAITEMENT_DATE_TIME#.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/resultats/647/20190729_115228.csv","","","CustomInput"
"124","Jx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final","SUPprdJx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Finallog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#SF_07_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final_#PAR_NUM_REPART#_#PAR_TRAITEMENT_DATE_TIME#_Filtre.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/resultats/647/20190729_115228_Filtre.csv","","","CustomInput"
"125","Jx_TRACO_06_LOAD_INFOAD_KEYLIG","SUPprdJx_TRACO_06_LOAD_INFOAD_KEYLIGlog.txt","","","#PAR_PATH_DATASET#DS_05_EXTR_PENEF_INFOAD_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_05_EXTR_PENEF_INFOAD_KEYLIG.ds","CustomOutput"
"126","Jx_TRACO_03_APP_WEBDER_ELIZA_PIVOT_OK_KO_PENEL","SUPprdJx_TRACO_03_APP_WEBDER_ELIZA_PIVOT_OK_KO_PENELlog.txt","","","#PAR_PATH_DATASET#DS_06_RAP_PENEL_RECUP_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_06_RAP_PENEL_RECUP_KEYLIG.ds","CustomOutput"
"127","Jx_TRACO_03_APP_WEBDER_ELIZA_PIVOT_OK_KO_PENEL","SUPprdJx_TRACO_03_APP_WEBDER_ELIZA_PIVOT_OK_KO_PENELlog.txt","","","#PAR_PATH_DATASET#DS_03_APP_WEBDER_ELIZA_PIVOT_OK_KO_PENEL.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_03_APP_WEBDER_ELIZA_PIVOT_OK_KO_PENEL.ds","CustomInput"
"128","Jx_TRACO_03_APP_WEBDER_ELIZA_PIVOT_OK_KO_PENEL","SUPprdJx_TRACO_03_APP_WEBDER_ELIZA_PIVOT_OK_KO_PENELlog.txt","","","#PAR_PATH_DATASET#DS_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO.ds","CustomOutput"
"129","Jx_FEUILLET_03_CTRL_COPSS_ROUTAGE_GED","SUPprdJx_FEUILLET_03_CTRL_COPSS_ROUTAGE_GEDlog.txt","","","#PAR_PATH_DATASETS##PAR_FIC_COPSS_ROUTAGE_GED#.ds","AD_FEUILLETN_GED_REQ.ds","CustomInput"
"130","Jx_FEUILLET_03_CTRL_COPSS_ROUTAGE_GED","SUPprdJx_FEUILLET_03_CTRL_COPSS_ROUTAGE_GEDlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_TECH_03_CTL_#PAR_FIC_COPSS_ROUTAGE_GED#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/AD_FEUILLETN_GED_REQ.csv","","","CustomInput"
"131","Jx_FEUILLET_03_CTRL_COPSS_ROUTAGE_GED","SUPprdJx_FEUILLET_03_CTRL_COPSS_ROUTAGE_GEDlog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES#FF_COPSS_#PAR_NUM_REPART#_#PAR_FIC_COPSS_ROUTAGE_GED#.txt\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/sources/647/AD_FEUILLETN_GED_REQ.txt","","","CustomOutput"
"132","Jx_FEUILLET_02_CPTR_REJETS_NB","SUPprdJS_FEUILLET_02_CPTR_REJETS_NBlog.txt","\(2)\(2)0\(1)\(3)filepattern\(2)#PAR_PATH_REJETS#REJETS_NB*.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/REJETS_NB*.csv","","","CustomOutput"
"133","Jx_FEUILLET_02_CPTR_REJETS_NB","SUPprdJS_FEUILLET_02_CPTR_REJETS_NBlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_COMPTE_RENDU##PAR_FIC_CPTE_RENDU_REJETS_NB#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/cpterendu/CPTE_RENDU_REJETS_NB/CPTE_RENDU_REJETS_NB.csv","","","CustomInput"
"134","Jx_REPART_01_EXTR_BI_IDE12CMPLX_2","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","","","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12CMPLX_EN.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12CMPLX_EN.ds","CustomInput"
"135","Jx_REPART_01_EXTR_BI_IDE12CMPLX_2","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","","","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12CMPLX_FR.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12CMPLX_FR.ds","CustomInput"
"136","Jx_REPART_01_EXTR_BI_IDE12CMPLX_2","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12CMPLX_EN#\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12CMPLX_ENPAR_FIC_LISTE_COAD_IDE12CMPLX_EN","","","CustomInput"
"137","Jx_REPART_01_EXTR_BI_IDE12CMPLX_2","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12CMPLX_FR#_01\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12CMPLX_FR_01","","","CustomInput"
"138","Jx_REPART_01_EXTR_BI_IDE12CMPLX_2","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12CMPLX_FR#_05\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12CMPLX_FR_05","","","CustomInput"
"139","Jx_REPART_01_EXTR_BI_IDE12CMPLX_2","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12CMPLX_FR#_06\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12CMPLX_FR_06","","","CustomInput"
"140","Jx_REPART_01_EXTR_BI_IDE12CMPLX_2","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12CMPLX_FR#_07\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12CMPLX_FR_07","","","CustomInput"
"141","Jx_REPART_01_EXTR_BI_IDE12CMPLX_2","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12CMPLX_FR#_08\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12CMPLX_FR_08","","","CustomInput"
"142","Jx_REPART_01_EXTR_BI_IDE12CMPLX_2","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12CMPLX_FR#_09\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12CMPLX_FR_09","","","CustomInput"
"143","Jx_REPART_01_EXTR_BI_IDE12CMPLX_2","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12CMPLX_FR#_10\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12CMPLX_FR_10","","","CustomInput"
"144","Jx_REPART_01_EXTR_BI_IDE12CMPLX_2","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12CMPLX_FR#_02\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12CMPLX_FR_02","","","CustomInput"
"145","Jx_REPART_01_EXTR_BI_IDE12CMPLX_2","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12CMPLX_FR#_03\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12CMPLX_FR_03","","","CustomInput"
"146","Jx_REPART_01_EXTR_BI_IDE12CMPLX_2","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12CMPLX_FR#_04\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12CMPLX_FR_04","","","CustomInput"
"147","Jx_REPART_01_EXTR_BI_IDE12CMPLX_2","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12CMPLX_FR#_12\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12CMPLX_FR_12","","","CustomInput"
"148","Jx_REPART_01_EXTR_BI_IDE12CMPLX_2","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12CMPLX_FR#_11\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12CMPLX_FR_11","","","CustomInput"
"149","Jx_REPART_01_EXTR_BI_IDE12CMPLX_2","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12CMPLX_FR#_13\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12CMPLX_FR_13","","","CustomInput"
"150","Jx_REPART_01_EXTR_BI_IDE12CMPLX_2","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12CMPLX_FR#_14\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12CMPLX_FR_14","","","CustomInput"
"151","Jx_REPART_01_EXTR_BI_IDE12CMPLX_2","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12CMPLX_FR#_15\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12CMPLX_FR_15","","","CustomInput"
"152","Jx_REPART_01_EXTR_BI_IDE12CMPLX","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","","","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12CMPLX_EN.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12CMPLX_EN.ds","CustomInput"
"153","Jx_REPART_01_EXTR_BI_IDE12CMPLX","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","","","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12CMPLX_FR.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12CMPLX_FR.ds","CustomInput"
"154","Jx_REPART_01_EXTR_BI_IDE12CMPLX","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12CMPLX_FR#\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12CMPLX_FRPAR_FIC_LISTE_COAD_IDE12CMPLX_FR","","","CustomInput"
"155","Jx_REPART_01_EXTR_BI_IDE12CMPLX","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12CMPLX_EN#\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12CMPLX_ENPAR_FIC_LISTE_COAD_IDE12CMPLX_EN","","","CustomInput"
"156","Jx_REPART_01_EXTR_BI_IDE12","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","","","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12_FR.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12_FR.ds","CustomInput"
"157","Jx_REPART_01_EXTR_BI_IDE12","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","","","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12_EN.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12_EN.ds","CustomInput"
"158","Jx_REPART_01_EXTR_BI_IDE12","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_EN#\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/PAR_FIC_LISTE_COAD_IDE12_EN","","","CustomInput"
"159","Jx_REPART_01_EXTR_BI_IDE12","SUPprdJS_REPART_01_EXTR_BI_IDE12CMPLX_2log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/PAR_FIC_LISTE_COAD_IDE12_FR","","","CustomInput"
"160","Jx_FEUILLET_07_APP_DECOMPTE_ROUTAGE_EDIT","SUPprdJS_FEUILLET_07_APP_DECOMPTE_ROUTAGE_EDITlog.txt","","","#PAR_PATH_DATASET##PAR_FIC_COPSS_DECOMPTE#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DFN003.ds","CustomOutput"
