"idjob_path","jobName","jobFileName"," filePath"," TrueFilePath","DatasetFilePath","TrueDatasetFilePath","recordType"
"161","Jx_FEUILLET_07_APP_DECOMPTE_ROUTAGE_EDIT","SUPprdJS_FEUILLET_07_APP_DECOMPTE_ROUTAGE_EDITlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_07_APP_#PAR_FIC_COPSS_DECOMPTE#_#PAR_FIC_COPSS_ROUTAGE_EDIT#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/DFN003/ROUTAG_FEUILLETN_EDIT_REQ.csv","","","CustomInput"
"162","Jx_FEUILLET_07_APP_DECOMPTE_ROUTAGE_EDIT","SUPprdJS_FEUILLET_07_APP_DECOMPTE_ROUTAGE_EDITlog.txt","","","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_DECOMPTE.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_DECOMPTE.ds","CustomOutput"
"163","Jx_FEUILLET_07_APP_DECOMPTE_ROUTAGE_EDIT","SUPprdJS_FEUILLET_07_APP_DECOMPTE_ROUTAGE_EDITlog.txt","","","#PAR_PATH_DATASET#DS_RAP_DECOMPTE_ROUTAGE_EDIT_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_DECOMPTE_ROUTAGE_EDIT_OSCAR_PENEF.ds","CustomInput"
"164","Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF","SUPprdJS_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEFlog.txt","","","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_GED_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_ROUTAGE_GED_OSCAR_PENEF.ds","CustomInput"
"165","Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF","SUPprdJS_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEFlog.txt","","","#PAR_PATH_DATASET#DS_EXTRACT_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_EXTRACT_PENEF.ds","CustomOutput"
"166","Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF","SUPprdJS_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEFlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_03_APP_#PAR_FIC_COPSS_ROUTAGE_GED#_OSCAR_PENEF.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/AD_FEUILLETN_GED_REQ_OSCAR_PENEF.csv","","","CustomInput"
"167","Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF","SUPprdJS_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEFlog.txt","","","#PAR_PATH_DATASETS##PAR_FIC_COPSS_ROUTAGE_GED#.ds","AD_FEUILLETN_GED_REQ.ds","CustomOutput"
"168","Jx_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEF","SUPprdJS_FEUILLET_03_APP_ROUTAGE_GED_OSCAR_PENEFlog.txt","","","#PAR_PATH_DATASET##PAR_FIC_OSCAR#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/FF_EXTRACT_POPULATION_OSCAR.ds","CustomOutput"
"169","Jx_TRACO_03_EXTR_AD","SUPprdJx_TRACO_03_EXTR_ADlog.txt","","","#PAR_PATH_DATASET#DS_01_EXTR_AD.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_AD.ds","CustomInput"
"170","Jx_TRACO_01_EXTR_ULYSS","SUPprdJS_TRACO_00_EXTR_ULYSSlog.txt","","","#PAR_PATH_DATASET#DS_01_EXTR_ULYSS.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_ULYSS.ds","CustomInput"
"171","Jx_FEUILLET_01_CTRL_OSCAR","SUPprdJx_FEUILLET_01_CTRL_OSCARlog.txt","","","#PAR_PATH_DATASET##PAR_FIC_OSCAR#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/FF_EXTRACT_POPULATION_OSCAR.ds","CustomInput"
"172","Jx_FEUILLET_01_CTRL_OSCAR","SUPprdJx_FEUILLET_01_CTRL_OSCARlog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES##PAR_FIC_OSCAR#_#PAR_OSCAR_DATIME#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/sources/FF_EXTRACT_POPULATION_OSCAR/20190619010010.csv","","","CustomOutput"
"173","Jx_FEUILLET_01_CTRL_OSCAR","SUPprdJx_FEUILLET_01_CTRL_OSCARlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_TECH_01_CTL_#PAR_FIC_OSCAR#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/FF_EXTRACT_POPULATION_OSCAR.csv","","","CustomInput"
"174","Jx_TRACO_01_EXTR_ELIZAT_PROG_OEUV_PJ","SUPprdJx_TRACO_01_EXTR_ELIZAT_PROG_OEUV_PJlog.txt","","","#PAR_PATH_DATASET#DS_ELIZA_PROG_OEUVRE_PJ.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_ELIZA_PROG_OEUVRE_PJ.ds","CustomInput"
"175","Jx_TRACO_06_EXTR_PIVOT_SEANCES_OEUVRES","SUPprdJx_TRACO_06_EXTR_PIVOT_SEANCES_OEUVRESlog.txt","","","#PAR_PATH_DATASET#DS_06_EXTR_PIVOT_SEANCES_OEUVRES.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_06_EXTR_PIVOT_SEANCES_OEUVRES.ds","CustomInput"
"176","CopyOfJx_REPART_05_CONVERT_CSV_XLS_IDE12","SUPprdCopyOfJx_REPART_05_CONVERT_CSV_XLS_IDE12log.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_RESULTAT_IDE12#OM-#PAR_NUM_REPART#-#PAR_NUM_COAD#.csv\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/tmp/647/647/1002164.csv","","","CustomOutput"
"177","Jx_REPART_05_CONVERT_CSV_XLS_IDE12","SUPprdCopyOfJx_REPART_05_CONVERT_CSV_XLS_IDE12log.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_RESULTAT_IDE12#OM-#PAR_NUM_REPART#-#PAR_NUM_COAD#.csv\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/sources/tmp/647/647/1002164.csv","","","CustomOutput"
"178","Jx_TRACO_07_EXTR_PENEF_OEUVCTX_KEYLIG","SUPprdJx_TRACO_07_EXTR_PENEF_OEUVCTX_KEYLIGlog.txt","","","#PAR_PATH_DATASET#DS_03_EXTR_PENEF_OEUVCTX.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_03_EXTR_PENEF_OEUVCTX.ds","CustomOutput"
"179","Jx_TRACO_07_EXTR_PENEF_OEUVCTX_KEYLIG","SUPprdJx_TRACO_07_EXTR_PENEF_OEUVCTX_KEYLIGlog.txt","","","#PAR_PATH_DATASET#DS_07_EXTR_PENEF_OEUVCTX_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_07_EXTR_PENEF_OEUVCTX_KEYLIG.ds","CustomInput"
"180","Jx_TRACO_07_EXTR_PENEF_OEUVCTX_KEYLIG","SUPprdJx_TRACO_07_EXTR_PENEF_OEUVCTX_KEYLIGlog.txt","","","#PAR_PATH_DATASET#DS_02_EXTR_PENEF_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_02_EXTR_PENEF_KEYLIG.ds","CustomOutput"
"181","Jx_TRACO_01_EXTR_ULYSS","SUPprdJx_TRACO_01_EXTR_ULYSSlog.txt","","","#PAR_PATH_DATASET#DS_01_EXTR_ULYSS.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_ULYSS.ds","CustomInput"
"182","Jx_TRACO_03_EXTR_PENEF_OEUVCTX","SUPprdJx_TRACO_03_EXTR_PENEF_OEUVCTXlog.txt","","","#PAR_PATH_DATASET#DS_03_EXTR_PENEF_OEUVCTX.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_03_EXTR_PENEF_OEUVCTX.ds","CustomInput"
"183","Jx_TRACO_03_EXTR_PENEF_OEUVCTX","SUPprdJx_TRACO_03_EXTR_PENEF_OEUVCTXlog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES##PAR_FIC_OEUVCTX#_#PAR_NUM_REPART#_CTX_OEUV.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/sources/FF_PENEF/647_CTX_OEUV.csv","","","CustomOutput"
"184","Jx_TRACO_03_EXTR_PENEF_OEUVCTX","SUPprdJx_TRACO_03_EXTR_PENEF_OEUVCTXlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJ_#PAR_FIC_SELDR#_20190521112120.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/ftp/rejets/_20190521112120.csv","","","CustomInput"
"185","Jx_TRACO_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO_A_completer_colonnes","SUPprdJx_TRACO_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO_A_completer_colonneslog.txt","","","#PAR_PATH_DATASET#DS_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO.ds","CustomInput"
"186","Jx_TRACO_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO_A_completer_colonnes","SUPprdJx_TRACO_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO_A_completer_colonneslog.txt","","","#PAR_PATH_DATASET#DS_07_RAP_WEBDR_ELIZA_PIVOT_OK.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_07_RAP_WEBDR_ELIZA_PIVOT_OK.ds","CustomOutput"
"187","Jx_TRACO_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO_A_completer_colonnes","SUPprdJx_TRACO_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO_A_completer_colonneslog.txt","","","#PAR_PATH_DATASET#DS_03_RAP_WEBDR_ELIZA_PIVOT_KO.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_03_RAP_WEBDR_ELIZA_PIVOT_KO.ds","CustomOutput"
"188","Jx_TRACO_02_EXTR_PIVOT_PROG","SUPprdJx_TRACO_02_EXTR_PIVOT_PROGlog.txt","","","#PAR_PATH_DATASET#DS_02_EXTR_PIVOT_PROG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_02_EXTR_PIVOT_PROG.ds","CustomInput"
"189","Jx_TRACO_01_APP_ELIZA_WEBDR_PT","SUPprdJx_TRACO_01_APP_ELIZA_WEBDR_PTlog.txt","","","#PAR_PATH_DATASET#DS_01_EXTR_ELIZAT_PROG_OEUV_PT.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_ELIZAT_PROG_OEUV_PT.ds","CustomOutput"
"190","Jx_TRACO_01_APP_ELIZA_WEBDR_PT","SUPprdJx_TRACO_01_APP_ELIZA_WEBDR_PTlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_SOURCES#SF_01_APP_WEBDR_ELIZA_PT.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/sources/SF_01_APP_WEBDR_ELIZA_PT.csv","","","CustomInput"
"191","Jx_TRACO_01_APP_ELIZA_WEBDR_PT","SUPprdJx_TRACO_01_APP_ELIZA_WEBDR_PTlog.txt","","","#PAR_PATH_DATASET#DS_01_APP_ELIZA_WEBDR_PT.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_APP_ELIZA_WEBDR_PT.ds","CustomInput"
"192","Jx_TRACO_01_APP_ELIZA_WEBDR_PT","SUPprdJx_TRACO_01_APP_ELIZA_WEBDR_PTlog.txt","","","#PAR_PATH_DATASET#DS_01_EXTR_CTRL_WEBDR.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_CTRL_WEBDR.ds","CustomOutput"
"193","Jx_TRACO_01_APP_ELIZA_WEBDR_PT","SUPprdJx_TRACO_01_APP_ELIZA_WEBDR_PTlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI#LISTE_PROG_01_APP_ELIZA_WEBDR_PT\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/ini/LISTE_PROG_01_APP_ELIZA_WEBDR_PT","","","CustomInput"
"194","Jx_TRACO_01_APP_ELIZA_WEBDR_PT","SUPprdJx_TRACO_01_APP_ELIZA_WEBDR_PTlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_FONC_04_APP_#PAR_SELDR_DOCEX_DETAILLIVES#.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/rejets/.csv","","","CustomInput"
"195","Jx_REPART_02_CALC_MT_OEUV_IDE12CMPLX_CSV","SUPprdJx_REPART_02_CALC_MT_OEUV_IDE12CMPLX_CSVlog.txt","","","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12CMPLX_FR.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12CMPLX_FR.ds","CustomOutput"
"196","Jx_REPART_02_CALC_MT_OEUV_IDE12CMPLX_CSV","SUPprdJx_REPART_02_CALC_MT_OEUV_IDE12CMPLX_CSVlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#SF_EXTRACT_BI_IDE12CMPLX_FR.csv\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/resultats/SF_EXTRACT_BI_IDE12CMPLX_FR.csv","","","CustomInput"
"197","Jx_REPART_02_CALC_MT_OEUV_IDE12CMPLX_CSV","SUPprdJx_REPART_02_CALC_MT_OEUV_IDE12CMPLX_CSVlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#SF_EXTRACT_BI_IDE12CMPLX_EN.csv\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/resultats/SF_EXTRACT_BI_IDE12CMPLX_EN.csv","","","CustomInput"
"198","Jx_REPART_02_CALC_MT_OEUV_IDE12CMPLX_CSV","SUPprdJx_REPART_02_CALC_MT_OEUV_IDE12CMPLX_CSVlog.txt","","","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12CMPLX_EN.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12CMPLX_EN.ds","CustomOutput"
"199","Jx_TRACO_08_EXTR_PENEF_OEUVCTX_AD","SUPprdJx_TRACO_08_EXTR_PENEF_OEUVCTX_ADlog.txt","","","#PAR_PATH_DATASET#DS_03_EXTR_PENEF_OEUVCTX.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_03_EXTR_PENEF_OEUVCTX.ds","CustomOutput"
"200","Jx_TRACO_08_EXTR_PENEF_OEUVCTX_AD","SUPprdJx_TRACO_08_EXTR_PENEF_OEUVCTX_ADlog.txt","","","#PAR_PATH_DATASET#DS_08_EXTR_PENEF_OEUVCTX_AD.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_08_EXTR_PENEF_OEUVCTX_AD.ds","CustomInput"
"201","Jx_TRACO_08_EXTR_PENEF_OEUVCTX_AD","SUPprdJx_TRACO_08_EXTR_PENEF_OEUVCTX_ADlog.txt","","","#PAR_PATH_DATASET#DS_01_EXTR_PENEF_INFOAD.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_PENEF_INFOAD.ds","CustomOutput"
"202","Jx_FEUILLET_01_CPTR_REJETS_FUSION","SUPprdJx_FEUILLET_01_CPTR_REJETS_FUSIONlog.txt","\(2)\(2)0\(1)\(3)filepattern\(2)#PAR_PATH_REJETS#REJETS_*.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/REJETS_*.csv","","","CustomOutput"
"203","Jx_FEUILLET_01_CPTR_REJETS_FUSION","SUPprdJx_FEUILLET_01_CPTR_REJETS_FUSIONlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_COMPTE_RENDU#FEUILLET_FICHIER_REJET_GLOBALE.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/cpterendu/FEUILLET_FICHIER_REJET_GLOBALE.csv","","","CustomInput"
"204","Jx_TRACO_07_RAP_PENEL_RECUP_NUMSEQFELIX","SUPprdJx_TRACO_07_RAP_PENEL_RECUP_NUMSEQFELIXlog.txt","","","#PAR_PATH_DATASET#DS_06_RAP_PENEL_RECUP_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_06_RAP_PENEL_RECUP_KEYLIG.ds","CustomInput"
"205","Jx_TRACO_07_RAP_PENEL_RECUP_NUMSEQFELIX","SUPprdJx_TRACO_07_RAP_PENEL_RECUP_NUMSEQFELIXlog.txt","","","#PAR_PATH_DATASET#DS_05_EXTR_PENEL_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_05_EXTR_PENEL_KEYLIG.ds","CustomOutput"
"206","Jx_TRACO_07_RAP_PENEL_RECUP_NUMSEQFELIX","SUPprdJx_TRACO_07_RAP_PENEL_RECUP_NUMSEQFELIXlog.txt","","","#PAR_PATH_DATASET#DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_02_EXTR_PENEL_DATDECL_IDFIC_IDEXPLOIT.ds","CustomOutput"
"207","Jx_FEUILLET_03_CPTR_REJETS_BL","SUPprdJS_FEUILLET_03_CPTR_REJETS_BLlog.txt","\(2)\(2)0\(1)\(3)filepattern\(2)#PAR_PATH_REJETS#REJETS_BL*.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/REJETS_BL*.csv","","","CustomOutput"
"208","Jx_FEUILLET_03_CPTR_REJETS_BL","SUPprdJS_FEUILLET_03_CPTR_REJETS_BLlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_COMPTE_RENDU##PAR_FIC_CPTE_RENDU_REJETS_BL#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/cpterendu/CPTE_RENDU_REJETS_BL/CPTE_RENDU_REJETS_BL.csv","","","CustomInput"
"209","Jx_FEUILLET_01_CHG_CPTRENDU","SUPprdJS_FEUILLET_03_CPTR_REJETS_BLlog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_COMPTE_RENDU##PAR_FIC_CPTE_RENDU_REJETS_BL#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/cpterendu/CPTE_RENDU_REJETS_BL/CPTE_RENDU_REJETS_BL.csv","","","CustomOutput"
"210","Jx_FEUILLET_01_CHG_CPTRENDU","SUPprdJS_FEUILLET_03_CPTR_REJETS_BLlog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_COMPTE_RENDU##PAR_FIC_CPTE_RENDU_REJETS_NB#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/cpterendu/CPTE_RENDU_REJETS_NB/CPTE_RENDU_REJETS_NB.csv","","","CustomOutput"
"211","Jx_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDIT","SUPprdJx_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDITlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_09_APP_#PAR_FIC_COPSS_AUTOFACT#_#PAR_FIC_COPSS_ROUTAGE_EDIT#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/DFN004/ROUTAG_FEUILLETN_EDIT_REQ.csv","","","CustomInput"
"212","Jx_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDIT","SUPprdJx_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDITlog.txt","","","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_AUTOFACT.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_AUTOFACT.ds","CustomOutput"
"213","Jx_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDIT","SUPprdJx_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDITlog.txt","","","#PAR_PATH_DATASET##PAR_FIC_COPSS_AUTOFACT#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DFN004.ds","CustomOutput"
"214","Jx_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDIT","SUPprdJx_FEUILLET_09_APP_AUTOFACT_ROUTAGE_EDITlog.txt","","","#PAR_PATH_DATASET#DS_RAP_AUTOFACT_ROUTAGE_EDIT_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_AUTOFACT_ROUTAGE_EDIT_OSCAR_PENEF.ds","CustomInput"
"215","Jx_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACT","SUPprdJS_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACTlog.txt","","","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds","CustomOutput"
"216","Jx_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACT","SUPprdJS_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACTlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_FONC_08_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_#PAR_FIC_COPSS_AUTOFACT#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/ROUTAG_FEUILLETN_EDIT_REQ/DFN004.csv","","","CustomInput"
"217","Jx_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACT","SUPprdJS_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACTlog.txt","","","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_AUTOFACT.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_AUTOFACT.ds","CustomInput"
"218","Jx_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACT","SUPprdJS_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACTlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_08_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_#PAR_FIC_COPSS_AUTOFACT#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/ROUTAG_FEUILLETN_EDIT_REQ/DFN004.csv","","","CustomInput"
"219","Jx_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACT","SUPprdJS_FEUILLET_08_APP_ROUTAGE_EDIT_AUTOFACTlog.txt","","","#PAR_PATH_DATASET##PAR_FIC_COPSS_AUTOFACT#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DFN004.ds","CustomOutput"
"220","Jx_FEUILLET_05_APP_RELEVE_ROUTAGE_EDIT","SUPprdJS_FEUILLET_05_APP_RELEVE_ROUTAGE_EDITlog.txt","","","#PAR_PATH_DATASET##PAR_FIC_COPSS_RELEVE#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DFN001.ds","CustomOutput"
"221","Jx_FEUILLET_05_APP_RELEVE_ROUTAGE_EDIT","SUPprdJS_FEUILLET_05_APP_RELEVE_ROUTAGE_EDITlog.txt","","","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_RELEVE.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_RELEVE.ds","CustomOutput"
"222","Jx_FEUILLET_05_APP_RELEVE_ROUTAGE_EDIT","SUPprdJS_FEUILLET_05_APP_RELEVE_ROUTAGE_EDITlog.txt","","","#PAR_PATH_DATASET#DS_RAP_RELEVE_ROUTAGE_EDIT_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_RELEVE_ROUTAGE_EDIT_OSCAR_PENEF.ds","CustomInput"
"223","Jx_FEUILLET_05_APP_RELEVE_ROUTAGE_EDIT","SUPprdJS_FEUILLET_05_APP_RELEVE_ROUTAGE_EDITlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_05_APP_#PAR_FIC_COPSS_RELEVE#_#PAR_FIC_COPSS_ROUTAGE_EDIT#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/DFN001/ROUTAG_FEUILLETN_EDIT_REQ.csv","","","CustomInput"
"224","Jx_TRACO_02_WEBDR_ELIZA_PIVOT_PENEL_PENEF","SUPprdJx_TRACO_02_WEBDR_ELIZA_PIVOT_PENEL_PENEFlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_SOURCES#SF_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/sources/SF_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF.csv","","","CustomInput"
"225","Jx_TRACO_02_WEBDR_ELIZA_PIVOT_PENEL_PENEF","SUPprdJx_TRACO_02_WEBDR_ELIZA_PIVOT_PENEL_PENEFlog.txt","","","#PAR_PATH_DATASET#DS_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF.ds","CustomOutput"
"226","PIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes","SUPprdPIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes_TEST1_ISOlog.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp##ParFicRapprochVte#\(2)0","","","","CustomInput"
"227","PIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes_TEST","SUPprdPIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes_TEST1_ISOlog.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp##ParFicRapprochVte#\(2)0","","","","CustomInput"
"228","PIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes_TEST1","SUPprdPIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes_TEST1_ISOlog.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp#xxx_#ParFicRapprochVte#\(2)0","","","","CustomInput"
"229","PIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes_TEST1_ISO","SUPprdPIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes_TEST1_ISOlog.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp#xxx_#ParFicRapprochVte#\(2)0","","","","CustomInput"
