Projet,job,file,truefile,stage,idIO,typeIO
MGTPRD,LABISChrgOCTAV01OCTAVTR_STATUTOEUV,#ParRepTmp#ExtrOCTAVTR_STATUTOEUV.ds, ,OCTAVTR_STATUTOEUV,V0S19P3,Source
MGTPRD,LABISChrgOCTAV01OCTAVTJ_ROLADDECLT,#ParRepTmp#ExtrOCTAVTJ_ROLADDECLT.ds, ,OCTAVTJ_ROLADDECLT,V0S19P3,Source
MGTPRD,Jx_LABISValidODSfSMA01Extr22SMAT_CLIENT,#ParRepDataset#DS_SMA_CLIENT.ds, ,DS_SMA_CLIENT,V0S83P1,Cible
MGTPRD,LABISValidODSfPENEFNS10,#ParRepDataset#LABISValidODSfPENEFNS10.ds, ,LABISValidODSfPENEFNS10,V0S96P1,Cible
MGTPRD,LABISStatsOracle01MailSuivi,\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp##ParIdTypeTraitement#_MailSuivi.txt\(2)0, ,sf_Fichier_Liste_Extractions,V0S3P2,Cible
MGTPRD,Jx_LABISValidODSfOSCAR02Trans09PERS,#ParRepDataset#Ds_LABISValidODSfOSCAR01Extr09PERSREF.ds, ,Ds_LABISValidODSfOSCAR01Extr09PERSREF,V0S1P2,Source
MGTPRD,Jx_LABISValidODSfOSCAR02Trans09PERS,#ParRepDataset#Ds_LABISValidODSfOSCAR02Trans09PERS.ds, ,Ds_LABISValidODSfOSCAR02Trans09PERS,V0S34P1,Cible
MGTPRD,Jx_LABISValidODSfOSCAR02Trans09PERS,#ParRepDataset#Ds_LABISValidODSfOSCAR01Extr20PERS.ds, ,Ds_LABISValidODSfOSCAR01Extr20PERS,V0S43P1,Source
MGTPRD,Jx_LABISValidODSfOSCAR02Trans09PERS,#ParRepDataset#Ds_LABISValidODSfOSCAR01Extr18TITRES.ds, ,Ds_LABISValidODSfOSCAR01Extr18TITRES,V3S0P1,Source
MGTPRD,LABISChrgOCTAV01OCTAVTR_MOTIFNONGEST,#ParRepTmp#ExtrOCTAVTMOTIFNONGEST.ds, ,OCTAVTR_MOTIFNONGEST,V0S19P3,Source
MGTPRD,LABISExtrOCTAV01OCTAVT_MARQUE,#ParRepTmp#ExtrOCTAVT_MARQUE.ds, ,OCTAVT_MARQUE,V6S0P2,Cible
MGTPRD,Jx_LABISValidODSfSMA02Trans11LIGNEFACTURE,#ParRepDataset#Ds_LABISValidODSfSMA02Trans11LIGNEFACTURE.ds, ,Ds_LABISValidODSfSMA02Trans11LIGNEFACTURE,V0S162P1,Cible
MGTPRD,Jx_LABISValidODSfSMA02Trans11LIGNEFACTURE,#ParRepDataset#DS_SMA_NDC.ds, ,DS_SMA_NDC,V14S0P1,Source
MGTPRD,Jx_LABISValidODSfSMA02Trans11LIGNEFACTURE,#ParRepDataset#DS_SMA_CREANCE.ds, ,DS_SMA_CREANCE,V17S0P1,Source
MGTPRD,Jx_LABISValidODSfSMA02Trans11LIGNEFACTURE,#ParRepDataset#DS_SMA_CLI_DEL.ds, ,DS_SMA_CLI_DEL,V28S0P1,Source
MGTPRD,Jx_LABISValidODSfSMA02Trans11LIGNEFACTURE,#ParRepDataset#DS_SELDR_CORRESP_GSB_UO.ds, ,DS_SELDR_CORRESP_GSB_UO,V29S2P2,Source
MGTPRD,Jx_LABISValidODSfSMA02Trans13LETTRAGE,#ParRepDataset#Ds_LABISValidODSfSMA02Trans13LETTRAGE.ds, ,Ds_LABISValidODSfSMA02Trans13LETTRAGE,V0S177P1,Cible
MGTPRD,Jx_LABISValidODSfSMA02Trans13LETTRAGE,#ParRepDataset#DS_SMA_IMPUTATION.ds, ,DS_SMA_IMPUTATION,V17S0P1,Source
MGTPRD,Jx_LABISValidODSfSMA02Trans13LETTRAGE,#ParRepDataset#DS_SMA_SOCIETES.ds, ,DS_SMA_SOCIETES,V31S0P1,Source
MGTPRD,Jx_LABISValidODSfSMA02Trans13LETTRAGE,#ParRepDataset#DS_COPS_SOCIETE.ds, ,DS_COPS_SOCIETE,V32S2P2,Source
MGTPRD,Jx_LABISValidODSfSMA02Trans13LETTRAGE,#ParRepDataset#DS_SMA_AFFECTATION.ds, ,DS_SMA_AFFECTATION,V35S2P1,Source
MGTPRD,Jx_LABISValidODSfSMA02Trans13LETTRAGE,#ParRepDataset#DS_SMA_NDC.ds, ,DS_SMA_NDC,V36S0P1,Source
MGTPRD,Jx_LABISValidODSfSMA01Extr07SMATR_CLI_SYN,#ParRepDataset#DS_SMA_CLI_SYN.ds, ,DS_SMA_CLI_SYN,V18S1P1,Cible
MGTPRD,Jx_LABISValidODSfSELOL01Extr24ECHFACT,#ParRepDataset#Ds_LABISValidODSfSELOL01Extr24ECHFACT.ds, ,Ds_LABISValidODSfSELOL01Extr24ECHFACT,V0S83P4,Cible
MGTPRD,Jx_LABISValidODSfSELDR01Extr05_OKC_K_PARTY_ROLES_B,#ParRepDataset#Ds_LABISValidODSfSELDR01Extr05_OKC_K_PARTY_ROLES_B.ds,/export/home/dsprd1/applications/mgt/labis/datastage/dataset/Ds_LABISValidODSfSELDR01Extr05_OKC_K_PARTY_ROLES_B.ds,Ds_LABISValidODSfSELDR01Extr05_OKC_K_PARTY_ROLES_B,V0S83P4,Cible
MGTPRD,Jx_LABISValidODSfCOPS01Extr08CATEGORIE_DROIT,#ParRepDataset#Ds_LABISValidODSfCOPS01Extr08CATEGORIE_DROIT.ds, ,Ds_LABISValidODSfCOPS01Extr08CATEGORIE_DROIT,V62S0P1,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr01TYPECONTRAT,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrTYPECONTRAT.ds, ,Ds_LABISIntegDWHSELOL01ExtrTYPECONTRAT,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr02OFFRESREF,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrOFFRESREF.ds, ,Ds_LABISIntegDWHSELOL01ExtrOFFRESREF,V62S0P1,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr03PERIODES,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrPERIODES.ds, ,Ds_LABISIntegDWHSELOL01ExtrPERIODES,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr05CPTECLI,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrCPTECLI.ds, ,Ds_LABISIntegDWHSELOL01ExtrCPTECLI,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr06DECLARATION,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrDECLARATION.ds, ,Ds_LABISIntegDWHSELOL01ExtrDECLARATION,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr07TIERS,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrTIERS.ds, ,Ds_LABISIntegDWHSELOL01ExtrTIERS,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr08CONTRAT,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrCONTRAT.ds, ,Ds_LABISIntegDWHSELOL01ExtrCONTRAT,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr10LIGCTREXEC,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrLIGCTREXEC.ds, ,Ds_LABISIntegDWHSELOL01ExtrLIGCTREXEC,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr11SSLIGCTREXEC,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrSSLIGCTREXEC.ds, ,Ds_LABISIntegDWHSELOL01ExtrSSLIGCTREXEC,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr12OFFRESNOUVELLES,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrOFFRESNOUVELLES.ds, ,Ds_LABISIntegDWHSELOL01ExtrOFFRESNOUVELLES,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr13CTRPAPIER,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrCTRPAPIER.ds, ,Ds_LABISIntegDWHSELOL01ExtrCTRPAPIER,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr14MANDAT,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrMANDAT.ds, ,Ds_LABISIntegDWHSELOL01ExtrMANDAT,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr15OFFRES,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrOFFRES.ds, ,Ds_LABISIntegDWHSELOL01ExtrOFFRES,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr16MANDATREP,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrMANDATREP.ds, ,Ds_LABISIntegDWHSELOL01ExtrMANDATREP,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr17CATEGCTR,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrCATEGCTR.ds, ,Ds_LABISIntegDWHSELOL01ExtrCATEGCTR,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr18TERRITOIRE,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrTERRITOIRE.ds, ,Ds_LABISIntegDWHSELOL01ExtrTERRITOIRE,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr19MODELECOM,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrMODELECOM.ds, ,Ds_LABISIntegDWHSELOL01ExtrMODELECOM,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr20NIVSTAT,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrNIVSTAT.ds, ,Ds_LABISIntegDWHSELOL01ExtrNIVSTAT,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr21TYPUTIL,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrTYPUTIL.ds, ,Ds_LABISIntegDWHSELOL01ExtrTYPUTIL,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr22FACTURE,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrFACTURE.ds, ,Ds_LABISIntegDWHSELOL01ExtrFACTURE,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr24TYPMVT,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrTYPMVT.ds, ,Ds_LABISIntegDWHSELOL01ExtrTYPMVT,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr25JCTRCPTCLI,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrJCTRCPTCLI.ds, ,Ds_LABISIntegDWHSELOL01ExtrJCTRCPTCLI,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr26LETTRAGE,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrLETTRAGE.ds, ,Ds_LABISIntegDWHSELOL01ExtrLETTRAGE,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr27TARIF,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrTARIF.ds, ,Ds_LABISIntegDWHSELOL01ExtrTARIF,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr28TYPEPAIEMENT,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrTYPEPAIEMT.ds, ,Ds_LABISIntegDWHSELOL01ExtrTYPEPAIEMT,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr29PAIEMENT,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrPAIEMENT.ds, ,Ds_LABISIntegDWHSELOL01ExtrPAIEMENT,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr30CONSOPROV,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrCONSOPROV.ds, ,Ds_LABISIntegDWHSELOL01ExtrCONSOPROV,V0S83P4,Cible
MGTPRD,Jx_LABISIntegDWHSELOL01Extr31LIENCTRPAPIER,#ParRepDataset#Ds_LABISIntegDWHSELOL01ExtrLIENCTRPAPIER.ds, ,Ds_LABISIntegDWHSELOL01ExtrLIENCTRPAPIER,V0S83P4,Cible
MGTPRD,Jx_LABISValidODSfSMA01Extr01SAREFTR_UO,#ParRepDataset#DS_SAREF_UO.ds, ,DS_SAREF_UO,V0S83P1,Cible
MGTPRD,Jx_LABISValidODSfSMA01Extr02SAREFTJ_LIBUO,#ParRepDataset#DS_SAREF_LIBUO.ds, ,DS_SAREF_LIBUO,V11S0P2,Cible
MGTPRD,Jx_LABISValidODSfSMA01Extr03SMATR_CATEGORIE,#ParRepDataset#DS_SMA_CATEGORIE.ds, ,DS_SMA_CATEGORIE,V0S83P2,Cible
MGTPRD,Jx_LABISValidODSfSMA01Extr04SMATR_RESEAU,#ParRepDataset#DS_SMA_RESEAU.ds, ,DS_SMA_RESEAU,V12S0P1,Cible
MGTPRD,Jx_LABISValidODSfSMA01Extr05SMATR_SOCIETES,#ParRepDataset#DS_SMA_SOCIETES.ds, ,DS_SMA_SOCIETES,V13S0P1,Cible
MGTPRD,Jx_LABISValidODSfSMA01Extr06SMATR_TYPE_CLI,#ParRepDataset#DS_SMA_TYPE_CLI.ds, ,DS_SMA_TYPE_CLI,V14S0P1,Cible
MGTPRD,Jx_LABISValidODSfSMA01Extr08SMATR_TYPE_CREANCE,#ParRepDataset#DS_SMA_TYPE_CREANCE.ds, ,DS_SMA_TYPE_CREANCE,V16S1P1,Cible
MGTPRD,Jx_LABISValidODSfSMA01Extr09SMATR_TYPE_ECRITURE,#ParRepDataset#DS_SMA_TYPE_ECRITURE.ds, ,DS_SMA_TYPE_ECRITURE,V17S1P1,Cible
MGTPRD,Jx_LABISValidODSfSMA01Extr10SMATR_TYPVOIE,#ParRepDataset#DS_SMA_TYPVOIE.ds, ,DS_SMA_TYPVOIE,V11S0P1,Cible
MGTPRD,Jx_LABISValidODSfSMA01Extr11SMATJ_CLI_CAT,#ParRepDataset#DS_SMA_CLI_CAT.ds, ,DS_SMA_CLI_CAT,V0S83P2,Cible
MGTPRD,Jx_LABISValidODSfSMA01Extr12SMATJ_CLI_DEL,#ParRepDataset#DS_SMA_CLI_DEL.ds, ,DS_SMA_CLI_DEL,V11S0P2,Cible
MGTPRD,Jx_LABISValidODSfSMA01Extr13SMATJ_SOC_GES_CLI,#ParRepDataset#DS_SMA_SOC_GES_CLI.ds, ,DS_SMA_SOC_GES_CLI,V13S0P2,Cible
MGTPRD,Jx_LABISValidODSfSMA01Extr14SMATJ_TYP_CLIENT,#ParRepDataset#DS_SMA_TYP_CLIENT.ds, ,DS_SMA_TYP_CLIENT,V14S0P2,Cible
MGTPRD,Jx_LABISValidODSfSMA01Extr15SMATJ_RES_CLI,#ParRepDataset#DS_SMA_RES_CLI.ds, ,DS_SMA_RES_CLI,V12S0P2,Cible
MGTPRD,Jx_LABISValidODSfSMA01Extr16COPST_COMPTE_CLIENT,#ParRepDataset#DS_COPS_CPTE_CLIENT.ds, ,DS_COPS_CPTE_CLIENT,V65S1P2,Cible
MGTPRD,Jx_LABISValidODSfSMA01Extr17COPST_SOCIETE,#ParRepDataset#DS_COPS_SOCIETE.ds, ,DS_COPS_SOCIETE,V64S0P2,Cible
MGTPRD,Jx_LABISValidODSfSMA01Extr18SELDRT_CORRESP_GSB_UO,#ParRepDataset#DS_SELDR_CORRESP_GSB_UO.ds, ,DS_SELDR_CORRESP_GSB_UO,V64S1P1,Cible
MGTPRD,Jx_LABISValidODSfSMA01Extr19SMAT_SOUS_CLIENT,#ParRepDataset#DS_SMA_SOUS_CLIENT.ds, ,DS_SMA_SOUS_CLIENT,V12S0P1,Cible
MGTPRD,Jx_LABISValidODSfSMA01Extr20SMAT_CREANCE,#ParRepDataset#DS_SMA_CREANCE.ds, ,DS_SMA_CREANCE,V13S0P1,Cible
MGTPRD,Jx_LABISValidODSfSMA01Extr21SMAT_NDC,#ParRepDataset#DS_SMA_NDC.ds, ,DS_SMA_NDC,V14S0P1,Cible
MGTPRD,Jx_LABISValidODSfSMA01Extr23SMAT_AFFECTATION,#ParRepDataset#DS_SMA_AFFECTATION.ds, ,DS_SMA_AFFECTATION,V17S0P1,Cible
MGTPRD,Jx_LABISValidODSfSMA01Extr24SMAT_IMPUTATION,#ParRepDataset#DS_SMA_IMPUTATION.ds, ,DS_SMA_IMPUTATION,V16S0P1,Cible
MGTPRD,Jx_LABISValidODSfSMA01Extr25SMAT_PAIEMENT,#ParRepDataset#DS_SMA_PAIEMENT.ds, ,DS_SMA_PAIEMENT,V15S0P1,Cible
MGTPRD,Jx_LABISValidODSfOCTAV01ExtrOEUV,#ParRepDataset#Ds_LABISValidODSfOCTAV_OEUV.ds, ,VALID_OCTAVT_OEUV,V0S1P1,Cible
MGTPRD,Jx_LABISValidODSfOCTAV01ExtrOEUVINDIV,#ParRepDataset#Ds_LABISValidODSfOCTAV_OEUVINDIV.ds, ,VALID_OCTAVT_OEUVINDIV,V0S1P1,Cible
MGTPRD,LABISCommun04ValidInitialiseTraitement,\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp#LABISSE_IDTRAIT_#ParIdTypeTraitement#.txt\(2)0, ,Copy_of_sf_FichierIDTRAIT,V1S0P1,Cible
MGTPRD,Jx_LABISValidODSfSELOL01Extr19ROLECLI,#ParRepDataset#Ds_LABISValidODSfSELOL01Extr19ROLECLI.ds, ,Ds_LABISValidODSfSELOL01Extr19ROLECLI,V0S83P4,Cible
MGTPRD,Jx_LABISValidODSfOCTAV02Tran_OEUVRE,#ParRepDataset#Ds_LABISValidODSfOCTAV_MARQUE.ds, ,VALID_OCTAVT_MARQUE,V22S2P1,Source
MGTPRD,Jx_LABISValidODSfOCTAV02Tran_OEUVRE,#ParRepDataset#Ds_LABISValidODSfOCTAVT_GREOEUV.ds, ,VALID_OCTAVT_GREOEUV,V22S5P1,Source
MGTPRD,Jx_LABISValidODSfOCTAV02Tran_OEUVRE,#ParRepDataset#Ds_LABISValidODSfOCTAV_OEUV.ds, ,VALID_OCTAVT_OEUV,V22S7P1,Source
MGTPRD,Jx_LABISValidODSfOCTAV02Tran_OEUVRE,#ParRepDataset#Ds_LABISValidODSfOCTAV_OEUVINDIV.ds, ,VALID_OCTAVT_OEUVINDIV,V23S0P1,Source
MGTPRD,Jx_LABISValidODSfOCTAV02Tran_OEUVRE,#ParRepDataset#Ds_LABISValidODSfOCTAV_OEUVAV.ds, ,VALID_OCTAVT_OEUVAV,V23S5P1,Source
MGTPRD,Jx_LABISValidODSfOCTAV02Tran_OEUVRE,#ParRepDataset#Ds_LABISValidODSfOCTAV_PUB.ds, ,VALID_OCTAVT_PUB,V24S10P1,Source
MGTPRD,Jx_LABISValidODSfOCTAV02Tran_OEUVRE,#ParRepDataset#Ds_LABISValidODSfOCTAVT_OEUVRE.ds, ,VALID_OCTAVT_OUEVRE,V24S3P1,Cible
MGTPRD,Jx_LABISValidODSfOCTAV02Tran_OEUVRE,#ParRepDataset#Ds_LABISValidODSfOCTAV_TITRE.ds, ,VALID_OCTAVT_TITRE,V24S5P1,Source
MGTPRD,Jx_LABISValidODSfOCTAV02Tran_OEUVRE,#ParRepDataset#Ds_LABISValidODSfOCTAV_SYNCATLAS.ds, ,VALID_OCTAVT_SYNCATLAS,V24S7P1,Source
MGTPRD,Jx_LABISValidODSfOCTAV02Tran_OEUVRE,#ParRepDataset#Ds_LABISValidODSfOCTAV_SERIE.ds, ,VALID_OCTAVT_SERIE,V24S8P1,Source
MGTPRD,Jx_LABISValidODSfOCTAV02Tran_OEUVRE,#ParRepDataset#Ds_LABISValidODSfOCTAV_PRDTPUB.ds, ,VALID_OCTAVT_PRDTPUB,V26S0P2,Source
MGTPRD,Jx_LABISValidODSfOCTAV02Tran_OEUVRE,#ParRepDataset#Ds_LABISValidODSfOCTAV_ISWC.ds, ,VALID_OCTAVT_ISWC,V29S0P2,Source
MGTPRD,Jx_LABISValidODSfSELDR02Trans00ORGANISATION,#ParRepDataset#Ds_LABISValidODSfSELDR02Trans00ORGANISATION.ds, ,Ds_LABISValidODSfSELDR02Trans00ORGANISATION,V0S95P1,Cible
MGTPRD,Jx_LABISValidODSfSELDR02Trans00ORGANISATION,#ParRepDataset#Ds_LABISValidODSfSELDR01Extr36_SAREFT_UO.ds, ,Ds_LABISValidODSfSELDR01Extr36_SAREFT_UO,V11S0P3,Source
MGTPRD,Jx_LABISValidODSfSELDR02Trans00ORGANISATION,#ParRepDataset#Ds_LABISValidODSfSELDR01Extr39_HIER_UO.ds, ,Ds_LABISValidODSfSELDR01Extr39_HIER_UO,V64S0P2,Source
MGTPRD,Jx_LABISValidODSfSELDR02Trans00ORGANISATION,#ParRepDataset#Ds_LABISValidODSfSELDR01Extr35_SELTJ_INFO_UO_V.ds, ,Ds_LABISValidODSfSELDR01Extr35_SELTJ_INFO_UO_V,V67S0P3,Source
MGTPRD,Jx_LABISValidODSfSELDR02Trans00SOCIETE,#ParRepDataset#Ds_LABISValidODSfSELDR02Trans00SOCIETE.ds, ,Ds_LABISValidODSfSELDR02Trans00SOCIETE,V0S95P1,Cible
MGTPRD,Jx_LABISValidODSfSELDR02Trans00SOCIETE,#ParRepDataset#Ds_LABISValidODSfSELDR01Extr22_COPST_SOCIETE.ds, ,DS_COPS_SOCIETE,V11S0P2,Source
MGTPRD,Jx_LABISValidODSfSELDR02Trans01BANDEMAGNETIQUE,#ParRepDataset#Ds_LABISValidODSfSELDR01Extr01FNDLOOKUP.ds, ,Ds_LABISValidODSfSELDR01Extr01FNDLOOKUP,V0S83P5,Source
MGTPRD,Jx_LABISValidODSfSELDR02Trans01BANDEMAGNETIQUE,#ParRepDataset#Ds_LABISValidODSfSELDR02Trans01BANDEMAGNETIQUE.ds, ,Ds_LABISValidODSfSELDR02Trans01BANDEMAGNETIQUE,V0S92P1,Cible
MGTPRD,Jx_LABISValidODSfSELDR02Trans02MOYENDIFFUSION,#ParRepDataset#Ds_LABISValidODSfSELDR01Extr01FNDLOOKUP.ds, ,Ds_LABISValidODSfSELDR01Extr01FNDLOOKUP,V0S83P5,Source
MGTPRD,Jx_LABISValidODSfSELDR02Trans02MOYENDIFFUSION,#ParRepDataset#Ds_LABISValidODSfSELDR02Trans02APPAREILDIFFUSION.ds,/export/home/dsprd1/applications/mgt/labis/datastage/dataset/Ds_LABISValidODSfSELDR02Trans02APPAREILDIFFUSION.ds,Ds_LABISValidODSfSELDR02Trans02APPAREILDIFFUSION,V0S92P1,Cible
MGTPRD,Jx_LABISValidODSfSELDR02Trans03STRUCTURECONTRAT,#ParRepDataset#Ds_LABISValidODSfSELDR01Extr01FNDLOOKUP.ds, ,Ds_LABISValidODSfSELDR01Extr01FNDLOOKUP,V0S83P5,Source
MGTPRD,Jx_LABISValidODSfSELDR02Trans03STRUCTURECONTRAT,#ParRepDataset#Ds_LABISValidODSfSELDR02Trans03STRUCTURECONTRAT.ds, ,Ds_LABISValidODSfSELDR02Trans03STRUCTURECONTRAT,V0S92P1,Cible
MGTPRD,Jx_LABISValidODSfSELDR02Trans04CONTRATROLE,#ParRepDataset#Ds_LABISValidODSfSELDR01Extr01FNDLOOKUP.ds, ,Ds_LABISValidODSfSELDR01Extr01FNDLOOKUP,V0S83P5,Source
MGTPRD,Jx_LABISValidODSfSELDR02Trans04CONTRATROLE,#ParRepDataset#Ds_LABISValidODSfSELDR02Trans04CONTRATROLE.ds, ,Ds_LABISValidODSfSELDR02Trans04CONTRATROLE,V0S92P1,Cible
MGTPRD,Jx_LABISValidODSfSELDR02Trans05TIERS,#ParRepDataset#Ds_LABISValidODSfSELDR01Extr06TIERS.ds, ,Ds_LABISValidODSfSELDR01Extr06TIERS,V0S83P5,Source
MGTPRD,Jx_LABISValidODSfSELDR02Trans05TIERS,#ParRepDataset#Ds_LABISValidODSfSELDR02Trans05TIERS.ds, ,Ds_LABISValidODSfSELDR02Trans05TIERS,V0S92P3,Cible
MGTPRD,Jx_LABISValidODSfSELDR02Trans05TIERS,#ParRepDataset#Ds_LABISValidODSfSELDR01Extr26_HZ_ORGANIZATION_PROFILES.ds, ,Ds_LABISValidODSfSELDR01Extr26_HZ_ORGANIZATION_PROFILES,V64S0P2,Source
MGTPRD,Jx_LABISValidODSfSELDR02Trans05TIERS,#ParRepDataset#Ds_LABISValidODSfSELDR01Extr27_HZ_PARTY_SITES.ds,/export/home/dsprd1/applications/mgt/labis/datastage/dataset/Ds_LABISValidODSfSELDR01Extr27_HZ_PARTY_SITES.ds,Ds_LABISValidODSfSELDR01Extr27_HZ_PARTY_SITES,V65S0P2,Source
MGTPRD,Jx_LABISValidODSfSELDR02Trans05TIERS,#ParRepDataset#Ds_LABISValidODSfSELDR01Extr28_HZ_LOCATIONS_ALL.ds, ,Ds_LABISValidODSfSELDR01Extr28_HZ_LOCATIONS_ALL,V68S0P2,Source
MGTPRD,Jx_LABISValidODSfSELDR02Trans05TIERS,#ParRepDataset#Ds_LABISValidODSfSELDR01Extr29_HZ_PARTY_SITES_USES.ds,/export/home/dsprd1/applications/mgt/labis/datastage/dataset/Ds_LABISValidODSfSELDR01Extr29_HZ_PARTY_SITES_USES.ds,Ds_LABISValidODSfSELDR01Extr29_HZ_PARTY_SITES_USES,V69S0P2,Source
MGTPRD,Jx_LABISValidODSfSELDR02Trans05TIERS,#ParRepDataset#Ds_LABISValidODSfSELDR01Extr34_GEREFT_INSPTT.ds, ,Ds_LABISValidODSfSELDR01Extr34_GEREFT_INSPTT,V71S0P2,Source
MGTPRD,Jx_LABISValidODSfSELDR02Trans05TIERS,#ParRepDataset#Ds_LABISValidODSfSELDR01Extr35_SELTJ_INFO_UO_V.ds, ,Ds_LABISValidODSfSELDR01Extr35_SELTJ_INFO_UO_V,V72S0P2,Source
MGTPRD,Jx_LABISValidODSfSELDR02Trans06CODECATEGORIE,#ParRepDataset#Ds_LABISValidODSfSELDR01Extr01FNDLOOKUP.ds, ,Ds_LABISValidODSfSELDR01Extr01FNDLOOKUP,V0S83P5,Source
MGTPRD,Jx_LABISValidODSfSELDR02Trans06CODECATEGORIE,#ParRepDataset#Ds_LABISValidODSfSELDR02Trans06CODECATEGORIE.ds, ,Ds_LABISValidODSfSELDR02Trans06CODECATEGORIE,V0S92P1,Cible
MGTPRD,Jx_LABISValidODSfSELDR02Trans07CODENATURE,#ParRepDataset#Ds_LABISValidODSfSELDR02Trans07CODENATURE.ds, ,Ds_LABISValidODSfSELDR02Trans07CODENATURE,V0S92P2,Cible
MGTPRD,Jx_LABISValidODSfSELDR02Trans07CODENATURE,#ParRepDataset#Ds_LABISValidODSfSELDR01Extr04GROUPESSTATSCONTRAT.ds, ,Ds_LABISValidODSfSELDR01Extr04GROUPESSTATSCONTRAT,V62S0P2,Source
MGTPRD,Jx_LABISValidODSfSELDR02Trans07CODENATURE,#ParRepDataset#Ds_LABISValidODSfSELDR01Extr01FNDLOOKUP.ds, ,Ds_LABISValidODSfSELDR01Extr01FNDLOOKUP,V65S2P1,Source
MGTPRD,Jx_LABISValidODSfSELDR02Trans08TYPECONTRAT,#ParRepDataset#Ds_LABISValidODSfSELDR02Trans08TYPECONTRAT.ds, ,Ds_LABISValidODSfSELDR02Trans08TYPECONTRAT,V0S92P2,Cible
MGTPRD,Jx_LABISValidODSfSELDR02Trans08TYPECONTRAT,#ParRepDataset#Ds_LABISValidODSfSELDR01Extr04GROUPESSTATSCONTRAT.ds, ,Ds_LABISValidODSfSELDR01Extr04GROUPESSTATSCONTRAT,V62S0P2,Source
